gene_name,max_abs_log2FC,weighted_mean_abs_log2FC,n_groups_significant,detected_in_male,detected_in_female,sex_specificity
Rcsd1,0.46646269664328643,0.33299444105089704,0,False,False,neither
Rcvrn,0.2841844470745286,0.16087297935495037,0,False,False,neither
Rd3,0.39684843279757565,0.19646006326730442,0,False,False,neither
Rd3l,0.3916893097984684,0.26524261964996143,0,False,False,neither
Rdh1,0.5824228383174528,0.36779224554674383,1,True,False,male_only
Rdh10,0.10973943142993389,0.04279028759322792,0,False,False,neither
Rdh11,0.3349227929553581,0.16206361236613337,0,False,False,neither
Rdh12,0.7214474657834637,0.4098938957670054,2,True,True,both
Rdh13,0.15169052131647973,0.10317722826060291,0,False,False,neither
Rdh14,0.31105713140425023,0.12248264730782572,0,False,False,neither
Rdh16,0.47617722279651237,0.23964573666390065,0,False,False,neither
Rdh18-ps,0.3155538572542763,0.1451585607570377,0,False,False,neither
Rdh19,0.1765722131939748,0.0910543977594192,0,False,False,neither
Rdh5,0.2241787467671766,0.19611343273745202,0,False,False,neither
Rdh7,0.09437309892056608,0.059056997288812293,0,False,False,neither
Rdh8,0.11455830783686144,0.05915896830049694,0,False,False,neither
Rdh9,0.4651396968099861,0.3042697916551962,0,False,False,neither
Rdm1,0.5559820842839944,0.22843985668512717,1,True,False,male_only
Rdx,0.23588571568947078,0.17474221862032205,0,False,False,neither
Rec114,0.24834533316340424,0.1115555417445803,0,False,False,neither
Rec8,0.2541782799096189,0.16095889099891003,0,False,False,neither
Reck,0.3097476204990676,0.24138533853781144,0,False,False,neither
Recql,0.2447700977286893,0.18163409930628546,0,False,False,neither
Recql4,0.2357945626320376,0.16512798378754892,0,False,False,neither
Recql5,0.22266458032131634,0.1331985914291655,0,False,False,neither
Redrum,0.2580247962310308,0.15554207982228735,0,False,False,neither
Reep1,0.14635381730854533,0.09092722664134247,0,False,False,neither
Reep2,0.30039243976952845,0.18165921554837508,0,False,False,neither
Reep3,0.1688057705891055,0.09985486428267716,0,False,False,neither
Reep4,0.22311579896203013,0.10670550944418657,0,False,False,neither
Reep5,0.1345636908448369,0.06787078403866549,0,False,False,neither
Reep6,0.3346843137897168,0.1587702166295496,0,False,False,neither
Reg1,0.23734388820000027,0.1280406659723176,0,False,False,neither
Reg2,0.1828423917065083,0.07586177184617807,0,False,False,neither
Reg3a,0.17600171749587445,0.1199839419469137,0,False,False,neither
Reg3b,0.3171767086722122,0.21889764940212036,0,False,False,neither
Reg3d,0.39525372721921,0.20133840714741194,0,False,False,neither
Reg3g,0.3000625836739147,0.15863260962623,0,False,False,neither
Reg4,0.16286336308445487,0.08329304056410128,0,False,False,neither
Rel,0.4907539659466408,0.2203914891754961,0,False,False,neither
Rela,0.4691039248499805,0.21310718860020203,0,False,False,neither
Relb,0.29843871264435506,0.13411062120811795,0,False,False,neither
Rell1,0.2709371536046811,0.1088166055364947,0,False,False,neither
Rell2,0.33512236900926223,0.19592769327923049,0,False,False,neither
Reln,0.41645324400610323,0.2466677842794021,0,False,False,neither
Relt,0.2176946915489048,0.1390641446250107,0,False,False,neither
Rem1,0.23352085042582443,0.1510586812196411,0,False,False,neither
Rem2,0.48084011989000214,0.18812449419248786,0,False,False,neither
Ren1,0.3464373162324117,0.19481416230724524,0,False,False,neither
Renbp,0.15626136005878005,0.06394793953175272,0,False,False,neither
Rep15,0.5108360911389827,0.25815488369913087,1,False,True,female_only
Repin1,0.3373114720161914,0.2199713848266788,0,False,False,neither
Reps1,0.22432301085135647,0.07741275242493727,0,False,False,neither
Reps2,0.3657598147538946,0.18562805457530845,0,False,False,neither
Rer1,0.06324796588705286,0.03563316872352488,0,False,False,neither
Rere,0.12047316841957417,0.06765540827543388,0,False,False,neither
Rerg,0.3097051062099753,0.19388969120311017,0,False,False,neither
Rergl,0.1929394501718354,0.06418215501902629,0,False,False,neither
Resp18,0.3455597753866208,0.2289232236071431,0,False,False,neither
Rest,0.28120905752816777,0.14697803383028105,0,False,False,neither
Ret,0.5178908811848107,0.26624215886815306,1,False,True,female_only
Retn,0.5772470625897984,0.29781895720131113,1,True,False,male_only
Retnla,0.1620359727058437,0.12280658312570358,0,False,False,neither
Retnlb,0.19258981887261406,0.06806663936435944,0,False,False,neither
Retnlg,0.40148329014491946,0.1497049627650782,0,False,False,neither
Retsat,0.35750191934751796,0.16817702532243706,0,False,False,neither
Rev1,0.18462685108641608,0.12791564643507838,0,False,False,neither
Rev3l,0.3019765086845651,0.16286680371495954,0,False,False,neither
Rex2,0.16036081975282318,0.09658051398833406,0,False,False,neither
Rexo1,0.235031199139016,0.08143682650820122,0,False,False,neither
Rexo2,0.253346899505182,0.14007946355185877,0,False,False,neither
Rexo4,0.2885111317555329,0.17483324169380335,0,False,False,neither
Rfc1,0.17800738520607823,0.1226786060744596,0,False,False,neither
Rfc2,0.263255505121976,0.14962906943230225,0,False,False,neither
Rfc3,0.2186559757848857,0.08715472196794553,0,False,False,neither
Rfc4,0.3259026835657473,0.12117915331893346,0,False,False,neither
Rfc5,0.17524340192614582,0.07737830940648348,0,False,False,neither
Rfesd,0.12993083256102309,0.07421701765987818,0,False,False,neither
Rffl,0.3046138602396071,0.16630441695098824,0,False,False,neither
Rfk,0.22830296956365664,0.1054094504823079,0,False,False,neither
Rfng,0.15745325022250034,0.1285447600046217,0,False,False,neither
Rfpl4,0.3963400565198611,0.15531293603623686,0,False,False,neither
Rft1,0.29883384251542405,0.248540588850626,0,False,False,neither
Rftn1,0.36004752707797205,0.23437120078669949,0,False,False,neither
Rftn2,0.255961969403701,0.1464981921529356,0,False,False,neither
Rfwd2,0.5225063678064753,0.1635168302536076,1,True,False,male_only
Rfwd3,0.2113090158487787,0.10664278654079047,0,False,False,neither
Rfx1,0.19951799603527276,0.09917849632575561,0,False,False,neither
Rfx2,0.43602182391918093,0.1763299192244975,0,False,False,neither
Rfx3,0.7228034026137273,0.3487992278794355,1,True,False,male_only
Rfx4,0.28381269346254895,0.24055518781064278,0,False,False,neither
Rfx5,0.33523438087626306,0.20627549848676538,0,False,False,neither
Rfx6,0.12355788327080044,0.06513814560003628,0,False,False,neither
Rfx7,0.18872979461069642,0.12415472478178399,0,False,False,neither
Rfx8,0.15123316658172084,0.08673979639325287,0,False,False,neither
Rfxank,0.1553411409389034,0.13145273312829478,0,False,False,neither
Rfxap,0.24782083446940642,0.11783498051862533,0,False,False,neither
Rgag1,0.6012750599779872,0.3240326056776949,1,False,True,female_only
Rgag4,0.22891588550683542,0.129155520055547,0,False,False,neither
Rgcc,0.12379078454502265,0.08791167112603859,0,False,False,neither
Rgl1,0.19824257565970968,0.07419930983450619,0,False,False,neither
Rgl2,0.23253263564825036,0.09536669892883416,0,False,False,neither
Rgl3,0.5257869467239936,0.3066573380296146,1,False,True,female_only
Rgma,0.20313550100759067,0.11753177716119267,0,False,False,neither
Rgmb,0.266213491535775,0.15276304202786756,0,False,False,neither
Rgn,0.4142802839544673,0.19227570100034552,0,False,False,neither
Rgp1,0.05944966576991421,0.033194959282646014,0,False,False,neither
Rgr,0.2622005227976992,0.13108743433279105,0,False,False,neither
Rgs1,0.49821942473353587,0.2895779517672942,0,False,False,neither
Rgs10,0.24325659607018477,0.13916668139739918,0,False,False,neither
Rgs11,0.564555425689883,0.20214660687467165,1,False,True,female_only
Rgs12,0.11805202830582112,0.053235952647558246,0,False,False,neither
Rgs13,0.4684778158555752,0.20688454481894503,0,False,False,neither
Rgs14,0.2903641021063133,0.1526970313661382,0,False,False,neither
Rgs16,0.15552802326941687,0.12437298001393798,0,False,False,neither
Rgs17,0.3999116656836545,0.238308020266381,0,False,False,neither
Rgs18,0.42558201626061637,0.31950202421255836,0,False,False,neither
Rgs19,0.135011603786806,0.07078076998003359,0,False,False,neither
Rgs2,0.34629326052468823,0.18190023289767393,0,False,False,neither
Rgs20,0.21588123571306153,0.12555001847196842,0,False,False,neither
Rgs22,0.47362294985540576,0.29979080534542785,0,False,False,neither
Rgs3,0.20046174351328874,0.08313724496452234,0,False,False,neither
Rgs4,0.40609159087125446,0.14453742175954137,0,False,False,neither
Rgs5,0.6609413249270131,0.3788998347353853,2,True,False,male_only
Rgs6,0.44000356498771576,0.1302074989038805,0,False,False,neither
Rgs7,0.14037911269546727,0.0866125074104562,0,False,False,neither
Rgs7bp,0.26871763936528614,0.13128587387516827,0,False,False,neither
Rgs8,0.32744342308718627,0.1948038210289525,0,False,False,neither
Rgs9,0.31684528714828986,0.21181655083308032,0,False,False,neither
Rgs9bp,0.45379791944584275,0.1900676936455492,0,False,False,neither
Rgsl1,0.4341247359853886,0.23328040335722208,0,False,False,neither
Rhag,0.6051002836962811,0.3823301807481244,1,False,True,female_only
Rhbdd1,0.14115118308884717,0.0780145720060898,0,False,False,neither
Rhbdd2,0.1380990743869911,0.10967622383082926,0,False,False,neither
Rhbdd3,0.13339331947711822,0.11266177534979581,0,False,False,neither
Rhbdf1,0.20959040048511332,0.10272850847677156,0,False,False,neither
Rhbdf2,0.2860211496706517,0.1497854780014897,0,False,False,neither
Rhbdl1,0.5028084355602299,0.2097688161415974,1,True,False,male_only
Rhbdl2,0.1868804036973074,0.06706780027112678,0,False,False,neither
Rhbdl3,0.12411837849642501,0.05826851345274801,0,False,False,neither
Rhbg,0.20901258293415736,0.12114172764508972,0,False,False,neither
Rhcg,0.39611311356132334,0.23875799265553108,0,False,False,neither
Rhd,0.49579076849176,0.1694289558753846,0,False,False,neither
Rheb,0.1449330368509759,0.07273467756126166,0,False,False,neither
Rhebl1,0.1986580116376138,0.10918899353070699,0,False,False,neither
Rhno1,0.36302442644780436,0.16291458524922217,0,False,False,neither
Rho,0.48546321061253855,0.25565513342711693,0,False,False,neither
Rhoa,0.04536114164092185,0.03142558841029922,0,False,False,neither
Rhob,0.17290195413710288,0.07301472306779874,0,False,False,neither
Rhobtb1,0.23534104121260224,0.15668244172021523,0,False,False,neither
Rhobtb2,0.2247201382104117,0.11717987874080993,0,False,False,neither
Rhobtb3,0.311419362574023,0.16887938872612895,0,False,False,neither
Rhoc,0.31832794758564725,0.19161205990444796,0,False,False,neither
Rhod,0.2772645119260075,0.18011596497708945,0,False,False,neither
Rhof,0.22673552463899338,0.13227968814837862,0,False,False,neither
Rhog,0.28789077076611025,0.20595940404421326,0,False,False,neither
Rhoh,0.6726887076983338,0.3056948499937435,1,True,False,male_only
Rhoj,0.22466910157389663,0.11005682607685853,0,False,False,neither
Rhoq,0.1935363801602157,0.15167614844284802,0,False,False,neither
Rhot1,0.21075434497995213,0.09849221823130593,0,False,False,neither
Rhot2,0.16524170522838066,0.1130935245593847,0,False,False,neither
Rhou,0.2523423100099618,0.13592624215008403,0,False,False,neither
Rhov,0.4654455740111033,0.26430343143435847,0,False,False,neither
Rhox1,0.19826465221077608,0.10206346627502834,0,False,False,neither
Rhox10,0.12212362899420824,0.07932973568726068,0,False,False,neither
Rhox11,0.136390118486024,0.09495041421737968,0,False,False,neither
Rhox12,0.38837070356627146,0.14398936997574666,0,False,False,neither
Rhox13,0.1076852869659133,0.07261862751434564,0,False,False,neither
Rhox2a,0.09888434761102559,0.055919795345980745,0,False,False,neither
Rhox2b,0.09258252693547128,0.059398192465401865,0,False,False,neither
Rhox2g,0.10899081640574575,0.04768682687522282,0,False,False,neither
Rhox2h,0.05311960649187161,0.021433592673297988,0,False,False,neither
Rhox3a,0.02300401737147294,0.017673157729518524,0,False,False,neither
Rhox3c,0.06317038096738828,0.02559649519030518,0,False,False,neither
Rhox3e,0.028870179277720162,0.023953721748972555,0,False,False,neither
Rhox3f,0.09406385449801102,0.031275576990743764,0,False,False,neither
Rhox3h,0.04483235551012167,0.027967251533667182,0,False,False,neither
Rhox4a,0.021828338138648734,0.005845299968579308,0,False,False,neither
Rhox4a2,0.0,0.0,0,False,False,neither
Rhox4b,0.10088308036662161,0.06433896054235094,0,False,False,neither
Rhox4c,0.07123001332687032,0.04425617805100878,0,False,False,neither
Rhox4d,0.04951138522469375,0.021365191076233966,0,False,False,neither
Rhox4e,0.22326591767625834,0.16380831694409853,0,False,False,neither
Rhox4f,0.03566920784838214,0.021803390515654886,0,False,False,neither
Rhox4g,0.021653646348723233,0.008060267354827481,0,False,False,neither
Rhox5,0.2669630894155669,0.12278367727893001,0,False,False,neither
Rhox6,0.16438890290614067,0.08816130257162573,0,False,False,neither
Rhox7a,0.23210805795025868,0.07536139813426747,0,False,False,neither
Rhox7b,0.09743982369936609,0.07340497954472142,0,False,False,neither
Rhox8,0.3287221648659747,0.18275041708503298,0,False,False,neither
Rhox9,0.16477828191997365,0.10284174307265144,0,False,False,neither
Rhpn1,0.2722807217776779,0.24049002943675424,0,False,False,neither
Rhpn2,0.5812456849218899,0.29124731953200195,1,False,True,female_only
Rian,0.3201564891289715,0.08405807804340638,0,False,False,neither
Ribc1,0.2894685792541267,0.1658979966641333,0,False,False,neither
Ribc2,0.11403083942896518,0.07790154165955758,0,False,False,neither
Ric1,0.2776100042240418,0.15112122399540465,0,False,False,neither
Ric3,0.2635545207069353,0.1416104456260392,0,False,False,neither
Ric8a,0.1579552083329893,0.07351108335174973,0,False,False,neither
Ric8b,0.10193124760152165,0.06209779492712388,0,False,False,neither
Rictor,0.252937825330382,0.10185620344815485,0,False,False,neither
Rida,0.18967127916055188,0.12689052616939936,0,False,False,neither
Rif1,0.16702323203386454,0.09439875583674737,0,False,False,neither
Riiad1,0.3583294391766233,0.22018401917184616,0,False,False,neither
Rilp,0.3306399625233977,0.1708066614562661,0,False,False,neither
Rilpl1,0.2047869711560634,0.10981482913207676,0,False,False,neither
Rilpl2,0.1487054660908992,0.10987880149803128,0,False,False,neither
Rimbp2,0.37856061567942806,0.22962997603916402,0,False,False,neither
Rimbp3,0.3630837982558753,0.17052315961707715,0,False,False,neither
Rimkla,0.1870530436489479,0.07667615488426378,0,False,False,neither
Rimklb,0.3075805328761529,0.14217348991288542,0,False,False,neither
Rims1,0.19309758246222666,0.14600079739414304,0,False,False,neither
Rims2,0.30461079933353213,0.20733133637865728,0,False,False,neither
Rims3,0.33161544130019305,0.16170868155514886,0,False,False,neither
Rims4,0.08740742513169318,0.05447109699803408,0,False,False,neither
Rin1,0.48462724832853,0.2991772928169782,0,False,False,neither
Rin2,0.2768891724605108,0.13606699464928296,0,False,False,neither
Rin3,0.19589883597294744,0.11679511124568584,0,False,False,neither
Ring1,0.48609010163718924,0.22510021450817502,0,False,False,neither
Rinl,0.26615848272545944,0.12267481670766174,0,False,False,neither
Rint1,0.3464246909211846,0.2223496818644674,0,False,False,neither
Riok1,0.21372793550833094,0.07078244538003453,0,False,False,neither
Riok3,0.2572705638428631,0.15996263702389166,0,False,False,neither
Ripk1,0.13179810967724764,0.08177646756855217,0,False,False,neither
Ripk2,0.19112490668809987,0.05718001029558084,0,False,False,neither
Ripk3,0.41626583721807325,0.18617098024248785,0,False,False,neither
Ripk4,0.2859643428983229,0.15584164825723057,0,False,False,neither
Ripply1,0.2624495319052613,0.1380950305438983,0,False,False,neither
Ripply2,0.15890840440949927,0.1020928453783928,0,False,False,neither
Ripply3,0.5556772846597438,0.30871499668898433,1,True,False,male_only
Rit1,0.1997702732572977,0.09741267740906823,0,False,False,neither
Rit2,0.36282761366515087,0.2557333883678092,0,False,False,neither
Rita1,0.10562787405593667,0.08222648382871245,0,False,False,neither
Rlbp1,0.2171644519422574,0.18120513418866344,0,False,False,neither
Rlim,0.08027305171531504,0.024691867244186972,0,False,False,neither
Rln1,0.29215937627695254,0.15473534831679459,0,False,False,neither
Rln3,0.14026062298011335,0.09845612745842769,0,False,False,neither
Rltpr,0.5203024747952121,0.16046607651243341,1,True,False,male_only
Rmdn1,0.3597078083458705,0.21122541419310437,0,False,False,neither
Rmdn2,0.23424359894356359,0.09240834500492069,0,False,False,neither
Rmdn3,0.21204016908263007,0.1486207041952311,0,False,False,neither
Rmi1,0.25062003905406577,0.08544178652521361,0,False,False,neither
Rmi2,0.4392461103534735,0.3673521632307365,0,False,False,neither
Rmnd1,0.23349944317560137,0.15116443758393908,0,False,False,neither
Rmnd5a,0.19705681595530902,0.11260106484480459,0,False,False,neither
Rmnd5b,0.11295199034451284,0.04541080182385239,0,False,False,neither
Rmst,0.6217149804710621,0.3990593371030743,2,True,True,both
Rnase1,0.16359044605595183,0.08153324549771421,0,False,False,neither
Rnase10,0.3297017422394221,0.21380546231066785,0,False,False,neither
Rnase11,0.2526620295199624,0.15793302784759117,0,False,False,neither
Rnase12,0.31503066959995996,0.1431160906064083,0,False,False,neither
Rnase13,0.20423435902908915,0.07591372357982547,0,False,False,neither
Rnase2a,0.10176756122278113,0.06435767381368382,0,False,False,neither
Rnase2b,0.2921360282306035,0.13189976615741153,0,False,False,neither
Rnase4,0.501481944320607,0.37994319445170277,1,False,True,female_only
Rnase6,0.07758588866690366,0.056708578955969105,0,False,False,neither
Rnase9,0.18826208639865266,0.13448370700203036,0,False,False,neither
Rnaseh1,0.16464158905915843,0.09730171789590042,0,False,False,neither
Rnaseh2a,0.2828915302153783,0.1074618039056161,0,False,False,neither
Rnaseh2b,0.19653151173311045,0.0951002308231217,0,False,False,neither
Rnaseh2c,0.49120221868504377,0.21852264786406572,0,False,False,neither
Rnasek,0.4788393981318341,0.144338475915833,0,False,False,neither
Rnasel,0.20303229895325162,0.16791630925775405,0,False,False,neither
Rnaset2a,0.5099736411496969,0.2100950553748997,1,False,True,female_only
Rnaset2b,0.853797156399069,0.40896064811540156,1,False,True,female_only
Rnd1,0.16151313337389564,0.10944436854660346,0,False,False,neither
Rnd2,0.25033072908168286,0.14121809343859254,0,False,False,neither
Rnd3,0.5421653752720372,0.26774749462925,1,True,False,male_only
Rnf10,0.13383752482839492,0.06830061176081034,0,False,False,neither
Rnf103,0.21506951182254605,0.08929717802592343,0,False,False,neither
Rnf11,0.1910324813030851,0.09974198461202392,0,False,False,neither
Rnf111,0.21538944106489546,0.13762689706494405,0,False,False,neither
Rnf112,0.6889690166016439,0.33195532089077423,1,False,True,female_only
Rnf113a1,0.25420269147313945,0.09727038218739348,0,False,False,neither
Rnf113a2,0.09610801885464437,0.06629193968055946,0,False,False,neither
Rnf114,0.1184942889153818,0.04676352184968623,0,False,False,neither
Rnf115,0.2993459467996076,0.1789428347786021,0,False,False,neither
Rnf121,0.24231228369626157,0.13801596193625387,0,False,False,neither
Rnf122,0.18623367048358255,0.10404342594426993,0,False,False,neither
Rnf123,0.3710019146593602,0.2432487348463478,0,False,False,neither
Rnf125,0.11670185439738016,0.09166832929754792,0,False,False,neither
Rnf126,0.3229493310561095,0.21151933602743306,0,False,False,neither
Rnf128,0.44666532332751574,0.2847156593930452,0,False,False,neither
Rnf13,0.3746726472750157,0.1972753268117702,0,False,False,neither
Rnf130,0.25884236927445686,0.19150282784616152,0,False,False,neither
Rnf133,0.23295026718084233,0.11862462088855413,0,False,False,neither
Rnf135,0.19019061287312886,0.14697871228343065,0,False,False,neither
Rnf138,0.215557326784265,0.09142898164991706,0,False,False,neither
Rnf138rt1,0.2598065461889755,0.10808500520668288,0,False,False,neither
Rnf139,0.17305612150364028,0.11056190406907061,0,False,False,neither
Rnf14,0.06692907713569451,0.027954512246085136,0,False,False,neither
Rnf141,0.2356483050206988,0.13185939413552916,0,False,False,neither
Rnf144a,0.17066574650801378,0.06094449107157541,0,False,False,neither
Rnf144b,0.4623542733356649,0.2562343637245186,0,False,False,neither
Rnf145,0.2358146996035523,0.1558757682838654,0,False,False,neither
Rnf146,0.2013956705450135,0.09405535624390138,0,False,False,neither
Rnf148,0.24741458328467492,0.15168210731994008,0,False,False,neither
Rnf149,0.07665130103072147,0.05197812632986387,0,False,False,neither
Rnf150,0.21161248396726423,0.06953012110919361,0,False,False,neither
Rnf151,0.06853208308924592,0.041444840873848116,0,False,False,neither
Rnf152,0.04914061899522061,0.019589867504127847,0,False,False,neither
Rnf157,0.16793410842591727,0.07265086726843903,0,False,False,neither
Rnf165,0.6798623811594198,0.3158548981484887,1,True,False,male_only
Rnf166,0.23176604144912327,0.11734139035170466,0,False,False,neither
Rnf167,0.24593620306944552,0.10278280032986907,0,False,False,neither
Rnf168,0.18019615141304357,0.05453805160800336,0,False,False,neither
Rnf17,0.1689323680564458,0.10018114485627633,0,False,False,neither
Rnf170,0.1439052258682569,0.08255722517691694,0,False,False,neither
Rnf181,0.2782512624772342,0.17494754589921324,0,False,False,neither
Rnf182,0.36081442468937264,0.13006208802446667,0,False,False,neither
Rnf183,0.15298352905033327,0.09507663601059804,0,False,False,neither
Rnf185,0.19385094127647243,0.10766112362556735,0,False,False,neither
Rnf186,0.17213301609274134,0.11149933136808192,0,False,False,neither
Rnf187,0.3627026146387716,0.17583470805720322,0,False,False,neither
Rnf19a,0.20671014232435744,0.1092006556886253,0,False,False,neither
Rnf19b,0.46398323348026527,0.2361060194451721,0,False,False,neither
Rnf2,0.24980456961120825,0.08071238028241094,0,False,False,neither
Rnf20,0.13998112390805614,0.07586598631965566,0,False,False,neither
Rnf207,0.3134465902232807,0.23514163944877842,0,False,False,neither
Rnf208,0.2870403091989584,0.14260033813421713,0,False,False,neither
Rnf212,0.29877681712907667,0.14922554045095804,0,False,False,neither
Rnf214,0.15108491156936021,0.05501442751153454,0,False,False,neither
Rnf215,0.29574863368163457,0.12167418115635734,0,False,False,neither
Rnf216,0.23685249584082707,0.10914092160181105,0,False,False,neither
Rnf220,0.1598204105612399,0.08226796585948262,0,False,False,neither
Rnf222,0.3483079779818534,0.13937694203708012,0,False,False,neither
Rnf224,0.281845597306521,0.15211129728393707,0,False,False,neither
Rnf225,0.1569042841228915,0.11077030405489749,0,False,False,neither
Rnf24,0.35696455958368634,0.24321346588452158,0,False,False,neither
Rnf25,0.23869432528937035,0.11856605545631385,0,False,False,neither
Rnf26,0.42723051585323907,0.3344699121743998,0,False,False,neither
Rnf31,0.263031420938154,0.20312035913340054,0,False,False,neither
Rnf32,0.20966944674038085,0.11620427793754272,0,False,False,neither
Rnf34,0.19443884714772525,0.14690439876580297,0,False,False,neither
Rnf38,0.22551999415977872,0.11130064944473762,0,False,False,neither
Rnf39,0.2983962414373229,0.12971401175122682,0,False,False,neither
Rnf4,0.1856148577510995,0.0995738358904701,0,False,False,neither
Rnf40,0.45803871477179176,0.13031418190361913,0,False,False,neither
Rnf41,0.34210650634177436,0.1489191121688006,0,False,False,neither
Rnf43,0.27986035209544374,0.12688942240807619,0,False,False,neither
Rnf44,0.1902110277775626,0.13272478570882973,0,False,False,neither
Rnf5,0.0670853047901856,0.02705769941459703,0,False,False,neither
Rnf6,0.20451927023220254,0.08349652343141183,0,False,False,neither
Rnf7,0.1148856159848647,0.0744227553048801,0,False,False,neither
Rnf8,0.20511978599471337,0.0950798643564447,0,False,False,neither
Rnft1,0.27446095676562104,0.16424348165125346,0,False,False,neither
Rnft2,0.3414600478964902,0.17479718289055507,0,False,False,neither
Rngtt,0.18785306681460606,0.08018496587702467,0,False,False,neither
Rnh1,0.24331640658286371,0.10016174018775968,0,False,False,neither
Rnls,0.3348710904790934,0.2111090783329504,0,False,False,neither
Rnmt,0.08537024540104418,0.07074243450884618,0,False,False,neither
Rnmtl1,0.22035202852740787,0.1292201683181354,0,False,False,neither
Rnpc3,0.5324794784202336,0.25351664446661726,1,True,False,male_only
Rnpep,0.2288902811937889,0.14365810741955287,0,False,False,neither
Rnpepl1,0.2384360657990314,0.166466198197252,0,False,False,neither
Rnps1,0.11538053312914252,0.07111752376694018,0,False,False,neither
Robo1,0.24604219505013986,0.17055449622035068,0,False,False,neither
Robo2,0.45974488390342855,0.12660720911234224,0,False,False,neither
Robo3,0.642759593017962,0.3193394779001634,1,False,True,female_only
Robo4,0.31148377284262235,0.16846727262142425,0,False,False,neither
Rogdi,0.19716210219719896,0.08953684563603216,0,False,False,neither
Rom1,0.11290031346900015,0.0807784576139843,0,False,False,neither
Romo1,0.21197685542382438,0.12605383526833933,0,False,False,neither
Ropn1,0.1755632081908555,0.12675014164409948,0,False,False,neither
Ropn1l,0.21869087032058585,0.17945757589968356,0,False,False,neither
Ror1,0.4097674666584546,0.17930356524682475,0,False,False,neither
Ror2,0.15405338511045993,0.11288346793721148,0,False,False,neither
Rora,0.750711775755415,0.25782440890506153,1,False,True,female_only
Rorb,0.20483816529965804,0.10334546737800943,0,False,False,neither
Rorc,0.4209635051776931,0.20281354403166607,0,False,False,neither
Ros1,0.3759244900820857,0.1998809069178792,0,False,False,neither
Rp1,0.3489747307358417,0.24042905501401995,0,False,False,neither
Rp1l1,0.2471197390598509,0.1572580785790169,0,False,False,neither
Rp2,0.38055863714318866,0.20281276530976577,0,False,False,neither
Rp9,0.24911071030709617,0.10423289127400173,0,False,False,neither
Rpa1,0.19871769061784203,0.09881155616813214,0,False,False,neither
Rpa2,0.2708894631449891,0.1304539655548143,0,False,False,neither
Rpa3,0.1833411621772934,0.07591977700714715,0,False,False,neither
Rpain,0.2482353176977695,0.09392758213235157,0,False,False,neither
Rpap1,0.19650542558080647,0.11845802779779716,0,False,False,neither
Rpap2,0.2876021133425837,0.11704403003801533,0,False,False,neither
Rpap3,0.1380087942640215,0.09153959409215136,0,False,False,neither
Rpe,0.3626718872057282,0.1239014804824886,0,False,False,neither
Rpe65,0.3041914109304887,0.20939764450367165,0,False,False,neither
Rpf1,0.13433640177442457,0.06894810336645034,0,False,False,neither
Rpf2,0.16343450728115053,0.07558731110379847,0,False,False,neither
Rpgr,0.20498485288604368,0.11018505463288544,0,False,False,neither
Rpgrip1,0.34282058380679864,0.16304153164830087,0,False,False,neither
Rpgrip1l,0.26489504906191286,0.17278043166529852,0,False,False,neither
Rph3a,0.2343853883878607,0.1642607290580928,0,False,False,neither
Rph3al,0.21737236765231024,0.12702803428247508,0,False,False,neither
Rpia,0.22997593032077146,0.1319978329077235,0,False,False,neither
Rpl10,0.4349393866780889,0.2662970337847525,0,False,False,neither
Rpl10-ps3,0.25613967564269036,0.09866825377520855,0,False,False,neither
Rpl10a,0.3085717558096361,0.13829238146832545,0,False,False,neither
Rpl10l,0.5286295587967831,0.24960546447751059,1,False,True,female_only
Rpl11,0.5643829861030659,0.30292569810877024,1,False,True,female_only
Rpl12,0.5003619546656202,0.2903516692219215,1,True,False,male_only
Rpl13,0.7496670347310805,0.3596450818148468,1,True,False,male_only
Rpl13-ps3,0.6864416156172434,0.23259569116419068,1,True,False,male_only
Rpl13a,0.5685075029279459,0.29931115531392416,1,True,False,male_only
Rpl13a-ps1,0.7048417463797475,0.3779482485907791,1,True,False,male_only
Rpl14,0.3274712584391,0.17332966020907037,0,False,False,neither
Rpl15,0.3370198588019509,0.18152857862634675,0,False,False,neither
Rpl17,0.2996054221106517,0.14970650885809264,0,False,False,neither
Rpl18,0.3039298110379865,0.22864133102564918,0,False,False,neither
Rpl18a,0.37849719577639657,0.17813775439577628,0,False,False,neither
Rpl19,0.4370382650267996,0.174413503949267,0,False,False,neither
Rpl21,0.39319688830157623,0.25057148065282714,0,False,False,neither
Rpl21-ps4,0.5610360294708971,0.35029641851636817,1,True,False,male_only
Rpl22,0.22093288025420454,0.12875441399539253,0,False,False,neither
Rpl22l1,0.2652320419173787,0.1528824605692532,0,False,False,neither
Rpl23,0.3036349475873883,0.18600387150928627,0,False,False,neither
Rpl23a,0.9390435529557271,0.32299930316664616,1,True,False,male_only
Rpl23a-ps3,0.09957244680043724,0.062426205044190386,0,False,False,neither
Rpl24,0.35126962474637324,0.14614803196524123,0,False,False,neither
Rpl26,0.37609148205307624,0.20059735741542614,0,False,False,neither
Rpl27,0.5069455110963459,0.27790207298636893,1,False,True,female_only
Rpl27-ps3,0.04125812169092374,0.027714185453662096,0,False,False,neither
Rpl27a,0.29470581831011405,0.15808923494587906,0,False,False,neither
Rpl28,0.7468605053649469,0.29989904471832846,1,True,False,male_only
