gene_name,slope_MIA,slope_saline,slope_divergence,R2_MIA,R2_saline,R2_divergence
1700001F09Rik,0.0,0.00016137343485168616,-0.00016137343485168616,1.0,0.9234972677595629,
1700001G11Rik,-0.003386915912174888,-0.006536547417898893,0.0031496315057240047,0.4420218777969529,0.6042283976838285,
1700001G17Rik,-0.022390852744546993,-0.02864839665679326,0.006257543912246269,0.8269164071288588,0.7791171883253895,
1700001J03Rik,0.00493595650176329,0.00047700364965388314,0.004458952852109407,0.49723924318837975,0.012123225930153247,
1700001J11Rik,-1.9499594366528143e-05,5.258639899774735e-05,-7.208599336427549e-05,0.004599464780276841,0.006890289804522887,
1700001K19Rik,0.029657938238886936,0.03201031616330812,-0.0023523779244211847,0.770328265060058,0.8925470189200143,
1700001K23Rik,0.00269687208351839,-0.0008047014464125581,0.003501573529930948,0.5669736378001184,0.015308022284133527,
1700001L05Rik,0.02112487440788643,0.027772068653201136,-0.006647194245314705,0.8017440426198814,0.7764136256769332,
1700001L19Rik,0.10158406443906537,0.10962812018660728,-0.008044055747541912,0.7461056077503394,0.981097171239591,
1700001O22Rik,-0.037159416684574294,-0.0398579321038415,0.002698515419267203,0.5648350810887443,0.8169800129188116,
1700001P01Rik,0.0005698897662302954,-0.005360178730677644,0.00593006849690794,0.020591858650011563,0.3529311428713041,
1700003C15Rik,0.0,0.0,0.0,1.0,1.0,
1700003D09Rik,0.03982721688703082,0.026207321910315533,0.013619894976715289,0.8565584773285927,0.9198323255876719,
1700003E16Rik,0.06978275374980755,0.0773544458380694,-0.007571692088261847,0.4791297520249783,0.8951054439607865,
1700003E24Rik,0.0,0.0,0.0,1.0,1.0,
1700003F12Rik,-0.0006699887653345154,-0.0030389167731048523,0.0023689280077703366,0.002020016919654477,0.20021309308409851,
1700003G13Rik,0.00016696251992616976,0.0,0.00016696251992616976,0.9234972677595629,1.0,
1700003G18Rik,-0.0005271142696425202,0.002769235257485823,-0.003296349527128343,0.0071179426942395985,0.23619968705029815,
1700003H04Rik,0.0,0.0,0.0,1.0,1.0,
1700003L19Rik,0.0021813169817021982,0.002444891432975254,-0.00026357445127305574,0.4796217003978801,0.8866531888698571,
1700003M02Rik,0.025370133737432042,0.020911242093388977,0.004458891644043065,0.4280062213503336,0.8914163751804023,
1700003M07Rik,0.07380104103094047,0.07892321654804166,-0.005122175517101188,0.8248323491872903,0.96744483998796,
1700003P14Rik,0.0002854626801566672,0.00014492507801376227,0.00014053760214290494,0.6635527023359942,0.22674526667284212,
1700006A11Rik,0.0,0.0,0.0,1.0,1.0,
1700006E09Rik,0.0008585728382294609,0.0005975964363322158,0.0002609764018972451,0.7431787367857041,0.30580939620139524,
1700006F04Rik,0.00018881814120463365,0.0002686055429630505,-7.978740175841685e-05,0.10034482325863747,0.06435320541509337,
1700006H21Rik,-0.00021594578910049176,-0.0003068849890875667,9.093919998707492e-05,0.5754400908711133,0.21969542225069483,
1700007B14Rik,0.0039055562916183693,0.0013033105985529488,0.0026022456930654206,0.8090114155531695,0.03745359016095162,
1700007F19Rik,-0.00018223144515565305,0.000562584333845278,-0.000744815779000931,0.04383911138547092,0.19441065394734147,
1700007G11Rik,0.022178426372097704,0.014481351455311235,0.00769707491678647,0.6193232356461691,0.814396939772317,
1700007J10Rik,-0.0011512833423667588,0.0015323624471564091,-0.002683645789523168,0.000701173063490157,0.003803502074525622,
1700007K09Rik,0.007541688319875814,0.0033272121515385755,0.004214476168337238,0.6684780069521056,0.48175170045313576,
1700007K13Rik,0.01510158029558202,0.016064059879911587,-0.0009624795843295661,0.6883586403797368,0.6957158548378055,
1700007L15Rik,-0.012199117763605842,-0.020530274586183124,0.008331156822577282,0.24750733983279705,0.5465610758916731,
1700007P06Rik,-0.0002167411416112155,0.0017441141425689896,-0.001960855284180205,0.010015550231874615,0.8475900510956097,
1700008F21Rik,0.0021104676970651174,0.002622581241117838,-0.0005121135440527206,0.7792542286877269,0.9981855698616727,
1700008I05Rik,0.0002814700139819285,-0.0007663881324994788,0.0010478581464814073,0.6101742118149531,0.4511724449744402,
1700008J07Rik,-0.045297643669135114,-0.06003719185205231,0.014739548182917193,0.7531206414834987,0.961587101456778,
1700008K24Rik,0.0051075884075553,0.003675194890001993,0.0014323935175533072,0.7969405866120498,0.9863021122223791,
1700008O03Rik,0.05498348319252913,0.044332682314750155,0.010650800877778976,0.953751977342935,0.8541271060336968,
1700008P02Rik,0.0001302838964372166,0.0,0.0001302838964372166,0.9234972677595629,1.0,
1700009C05Rik,0.0007789396705299749,0.0011020832347898837,-0.0003231435642599088,0.11677768076006279,0.6403533494182372,
1700009J07Rik,0.0013359953471593692,0.002071700159192426,-0.0007357048120330567,0.5515650308868718,0.5717402756011154,
1700009N14Rik,-0.0003250683276557827,-0.0012643690696704463,0.0009393007420146636,0.11292894633353023,0.4406678231549733,
1700009P17Rik,-0.024704719724214865,-0.031961131397936916,0.007256411673722051,0.18988469481781545,0.978782512016513,
1700010B08Rik,-9.553690385835557e-05,-1.9850501414794523e-05,-7.568640244356104e-05,0.015435626628938048,0.0015949184731756105,
1700010D01Rik,-0.00017840632436951086,0.0,-0.00017840632436951086,0.26268245129656165,1.0,
1700010I02Rik,0.0,0.0,0.0,1.0,1.0,
1700010I14Rik,-0.007006720461931972,-0.013071064065552227,0.006064343603620255,0.09325091885064218,0.235835906826398,
1700010J16Rik,0.0014140801243287568,0.00017061538909228006,0.0012434647352364766,0.9871865862076777,0.27182999848233813,
1700010K23Rik,0.0013950673264031626,0.0003670304696620611,0.0010280368567411014,0.8160658575613048,0.6819290457152591,
1700011A15Rik,-0.00087129991796028,0.00031687228198617426,-0.0011881721999464543,0.14226214282410554,0.4604470206126563,
1700011B04Rik,0.0003081166521589837,0.0001379965446345907,0.000170120107524393,0.27577061013412263,0.20520146360079072,
1700011E24Rik,0.0032253760947602607,0.002153336473739956,0.0010720396210203045,0.8925773334854878,0.8261203621877713,
1700011H14Rik,-0.0009505581073417444,-0.0021605080720386765,0.001209949964696932,0.03836805596552917,0.43018017070168957,
1700011I03Rik,0.0068862292009274195,0.011711608816796294,-0.004825379615868874,0.9184504984364896,0.9946465449082699,
1700011L22Rik,-0.0007719025071029669,-0.0003583334454290158,-0.0004135690616739511,0.049928950350978996,0.1638769532386044,
1700011M02Rik,0.00028539724221437833,-7.350051821031793e-05,0.00035889776042469625,0.15937377211678538,0.1366120218579232,
1700012A03Rik,-0.00018309383333907695,-9.778071774352095e-06,-0.00017331576156472486,0.22356265775856354,0.0007768522408574396,
1700012B07Rik,-0.00015047369113839503,0.0,-0.00015047369113839503,0.014068393178854,1.0,
1700012B09Rik,0.013025269728661434,0.002576956727507529,0.010448313001153904,0.35709600846011214,0.08427929661928657,
