combined_rank,gene_name,rank_s1,stream1_score,rank_s2,stream2_score,combined_score,evidence
328,Akna,169.0,0.0251845832760405,201.0,,0.005446142070711531,canales_only
329,Tigd4,201.0,,169.0,0.4480011004298205,0.005446142070711531,kalish_only
330,Kif18a,170.0,0.0251794391871946,201.0,,0.005428738659642962,canales_only
331,2010109I03Rik,201.0,,170.0,0.4479803918335064,0.005428738659642962,kalish_only
332,Gm27048,201.0,,171.0,0.4478287995958738,0.005411538797241861,kalish_only
333,Rhbdl3,171.0,0.0251042582166791,201.0,,0.005411538797241861,canales_only
334,Trpc5,172.0,0.0251011258129789,201.0,,0.005394538933240773,canales_only
335,4632427E13Rik,201.0,,172.0,0.4476217613972074,0.005394538933240773,kalish_only
336,Ifitm1,201.0,,173.0,0.4475220518073345,0.00537773559945935,kalish_only
337,Ncam2,173.0,0.0250424193885836,201.0,,0.00537773559945935,canales_only
338,Ppt2,201.0,,174.0,0.4467241593145262,0.005361125407445531,kalish_only
339,Pou4f1,174.0,0.0250401831299397,201.0,,0.005361125407445531,canales_only
340,Plcd4,201.0,,175.0,0.4463377526768254,0.005344705046197584,kalish_only
341,Ntf3,175.0,0.0249932126837069,201.0,,0.005344705046197584,canales_only
342,Osbpl1a,176.0,0.0249792726915715,201.0,,0.005328471279963817,canales_only
343,Arl4d,201.0,,176.0,0.4444763276495877,0.005328471279963817,kalish_only
344,Homez,177.0,0.024889730414482,201.0,,0.005312420946116873,canales_only
345,B430218F22Rik,201.0,,177.0,0.4443374477818391,0.005312420946116873,kalish_only
346,Slc39a12,201.0,,178.0,0.4438254219584824,0.00529655095309967,kalish_only
347,Lhx8,178.0,0.0247284965671511,201.0,,0.00529655095309967,canales_only
348,Umodl1,201.0,,179.0,0.443649274272013,0.005280858278440201,kalish_only
349,Ly6c1,179.0,0.0246439215056224,201.0,,0.005280858278440201,canales_only
350,Samhd1,201.0,,180.0,0.4433851277942174,0.005265339966832504,kalish_only
351,9630028B13Rik,180.0,0.0246295728489195,201.0,,0.005265339966832504,canales_only
352,Sv2c,181.0,0.0244711346741563,201.0,,0.0052499931282812455,canales_only
353,Gm14963,201.0,,181.0,0.4431229429394519,0.0052499931282812455,kalish_only
354,Cdc20,182.0,0.0244681468768754,201.0,,0.005234814936307473,canales_only
355,Gm17227,201.0,,182.0,0.4429769662233053,0.005234814936307473,kalish_only
356,Crabp1,201.0,,183.0,0.4412866075539473,0.005219802626213197,kalish_only
357,Arhgap11a,183.0,0.0244058891729058,201.0,,0.005219802626213197,canales_only
358,Mxd3,184.0,0.024341977823061,201.0,,0.005204953493402552,canales_only
359,Myo6,201.0,,184.0,0.4405807275739535,0.005204953493402552,kalish_only
360,Adcy2,185.0,0.024255770109922,201.0,,0.005190264891757429,canales_only
361,Fos,201.0,,185.0,0.4404334260969548,0.005190264891757429,kalish_only
362,Pax6,186.0,0.024242259482747,201.0,,0.005175734232065479,canales_only
363,Edil3,201.0,,186.0,0.4401291938254775,0.005175734232065479,kalish_only
364,Gsg2,187.0,0.0241895219317264,201.0,,0.005161358980498576,canales_only
365,Pdgfrl,201.0,,187.0,0.4398831461375128,0.005161358980498576,kalish_only
366,Chrm3,188.0,0.02415860793762,201.0,,0.005147136657139832,canales_only
367,Pou5f2,201.0,,188.0,0.4398788398524866,0.005147136657139832,kalish_only
368,Zic3,189.0,0.0241438842365126,201.0,,0.005133064834557372,canales_only
369,Gm7609,201.0,,189.0,0.4394584278867286,0.005133064834557372,kalish_only
370,Ctla2a,190.0,0.0239262722396377,201.0,,0.005119141136423148,canales_only
371,Mfsd4a,201.0,,190.0,0.439265309082904,0.005119141136423148,kalish_only
372,Kif22,191.0,0.0238454952687555,201.0,,0.005105363236175145,canales_only
373,Gm13613,201.0,,191.0,0.4386616773535507,0.005105363236175145,kalish_only
374,Sepw1,201.0,,192.0,0.4385551716187393,0.005091728855721393,kalish_only
375,Nr2f2,192.0,0.0238050166429194,201.0,,0.005091728855721393,canales_only
376,Nkain3,201.0,,193.0,0.4377586502979054,0.00507823576418426,kalish_only
377,Hmmr,193.0,0.0236559288763581,201.0,,0.00507823576418426,canales_only
378,Anln,194.0,0.0236178240678092,201.0,,0.005064881776683593,canales_only
379,Tmprss11a,201.0,,194.0,0.4373666104712377,0.005064881776683593,kalish_only
380,Prr11,195.0,0.0235813354697565,201.0,,0.005051664753157291,canales_only
381,Gm21897,201.0,,195.0,0.4364173192673193,0.005051664753157291,kalish_only
382,Tmprss11b,201.0,,196.0,0.4363686117977584,0.005038582597217992,kalish_only
383,Nrgn,196.0,0.0235754471720029,201.0,,0.005038582597217992,canales_only
384,Hsd3b2,201.0,,197.0,0.4362724144926306,0.005025633255044574,kalish_only
385,Ccne2,197.0,0.0235608828040308,201.0,,0.005025633255044574,canales_only
386,AY074887,201.0,,198.0,0.4361642464790073,0.005012814714307251,kalish_only
387,Tk1,198.0,0.0235401142406692,201.0,,0.005012814714307251,canales_only
388,Vmn1r58,201.0,,199.0,0.4356110695425902,0.005000125003125078,kalish_only
389,Wdr76,199.0,0.0234335590705237,201.0,,0.005000125003125078,canales_only
390,Grin3a,200.0,0.0233610494005396,201.0,,0.004987562189054726,canales_only
391,Gm26510,201.0,,200.0,0.4337077251267013,0.004987562189054726,kalish_only
