rank,gene_name,perturbation_E15,perturbation_P0,perturbation_P13,mean_perturbation,transferability,rank_score,prior_dev_slope_ef,prior_dev_slope_wc,prior_direction_concordance,prior_stability,prior_baseline_expr
187,Wee1,0.29292464,0.35071608,0.06929583,0.23764552,0.9459794,0.22480777,0.53924876,0.54564196,1.0,0.88397235,0.283655
188,A230103L15Rik,0.18800841,0.7401886,0.07415058,0.33411586,0.6720661,0.22454794,0.6208649,0.45777148,1.0,0.6891729,0.03378146
189,Adhfe1,0.18075548,0.315142,0.21228617,0.23606122,0.9510962,0.22451691,0.55390364,0.6031058,1.0,0.627798,0.17063704
190,Abca7,0.10096865,0.54910296,0.08397374,0.24468179,0.9167777,0.2243188,0.5444794,0.51432735,1.0,0.8378772,0.28798056
191,Mctp2,0.034148473,0.57563525,0.07722657,0.22900343,0.97946763,0.22430144,0.63803554,0.5309733,1.0,0.5884274,0.043291695
192,A330102I10Rik,0.27986336,0.43037054,0.0617775,0.25733712,0.87052417,0.22401819,0.59006274,0.44329304,1.0,0.7868097,0.09527586
193,Gm3667,0.2629106,0.36809564,0.04986312,0.22695644,0.9862289,0.223831,0.48942423,0.42542407,1.0,0.8940267,0.17988627
194,Gm37176,0.22846417,0.44864136,0.026036404,0.23438065,0.95498794,0.2238307,0.6630658,0.5656826,1.0,0.48173276,0.077782765
195,Ndst4,0.2653252,0.5294353,0.06215326,0.28563792,0.7824636,0.22350128,0.54902434,0.48082376,1.0,0.7474791,0.16991764
196,Zbtb40,0.009021059,0.9030438,0.041596998,0.31788728,0.70268136,0.22337346,0.4530635,0.46233398,1.0,0.98863286,0.2682009
197,Btg2,0.22341233,0.08140953,0.36544728,0.22342305,0.99934745,0.22327726,0.48445007,0.47044402,1.0,0.91628367,0.33781347
198,Has2,0.35709146,0.22565816,0.09177609,0.2248419,0.99060816,0.22273022,0.418258,0.41168123,1.0,0.69778216,0.06808912
199,Dbi,0.26902473,0.34112555,0.06855939,0.22623657,0.98449206,0.2227281,0.36148128,0.43575296,1.0,0.5843561,0.46637258
200,Lgr5,0.21679929,0.37704974,0.121678405,0.23850916,0.9296327,0.22172593,0.6345972,0.572154,1.0,0.7618578,0.064770296
201,Fgf1,0.08110387,0.5750049,0.0315922,0.22923364,0.96652055,0.22155902,0.66649234,0.78037024,1.0,0.3193296,0.1512385
202,Eomes,0.36848885,0.3048459,0.0,0.22444491,0.98554116,0.2211997,0.14398506,0.12500629,1.0,0.28857,0.27728015
203,Timm8b,0.20487005,0.39083886,0.06767594,0.22112828,0.9998885,0.22110362,0.3890588,0.49853292,1.0,0.62722635,0.41104963
204,Gpr153,0.19531776,0.37030783,0.13549674,0.23370744,0.9441796,0.2206618,0.6265734,0.5674824,1.0,0.7460193,0.291454
205,Sox6,0.41444197,0.1099848,0.15447818,0.22630166,0.9740555,0.22043037,0.37842014,0.3740356,1.0,0.9991113,0.4038475
206,Aspm,0.49388868,0.09869247,0.08369331,0.22542483,0.97725356,0.22029722,0.2932055,0.21370204,1.0,0.32114744,0.23617989
207,Gm16701,0.041899476,0.6449745,0.0020551854,0.22964306,0.9589536,0.22021705,0.5293479,0.5483903,1.0,0.8747739,0.17689484
208,Hist1h1c,0.14337945,0.48961875,0.033411644,0.22213662,0.9900959,0.21993655,0.28694525,0.5098403,1.0,0.39351672,0.22929472
209,Arx,0.31760946,0.24442331,0.12725031,0.22976102,0.9564167,0.21974728,0.35261548,0.36476073,1.0,0.97160965,0.37881088
210,Gm8108,0.14428431,0.30410925,0.2249698,0.22445445,0.9780787,0.21953411,0.40679884,0.3717162,1.0,0.97171605,0.105113834
211,Fam228b,0.1340731,0.43529886,0.18225102,0.250541,0.8758267,0.2194305,0.55421,0.47736716,1.0,0.8923242,0.074586995
212,Tmem229a,0.28133604,0.25570947,0.12303915,0.2200282,0.99698955,0.21936582,0.62101686,0.63418555,1.0,0.7527743,0.26132587
213,9930014A18Rik,0.06661675,0.4382702,0.21674047,0.24054249,0.9113628,0.21922149,0.41196355,0.3822672,1.0,0.77897376,0.21387611
214,Zfp951,0.13540888,0.28992397,0.24422169,0.22318484,0.98068744,0.21887457,0.5319835,0.43648437,1.0,0.9678965,0.1385734
215,Plcxd3,0.0464241,0.69716865,0.009596363,0.25106302,0.87100476,0.21867709,0.5423672,0.49799,1.0,0.9315374,0.17395364
216,Grin2b,0.30892769,0.3106365,0.05471725,0.22476047,0.9714027,0.21833293,0.58026624,0.53018016,1.0,0.92261267,0.62558514
217,Rps11,0.094351575,0.56192946,0.0009523911,0.21907781,0.99430406,0.21782996,0.2942282,0.38917333,1.0,0.5256001,0.5568819
218,Cntnap5b,0.1114104,0.49917406,0.08117656,0.230587,0.9446157,0.21781611,0.64603966,0.5613139,1.0,0.6872216,0.21482255
219,Gm43445,0.24893436,0.3837753,0.030516343,0.22107531,0.9849697,0.21775247,0.6706545,0.49879378,1.0,0.4447286,0.065921836
220,Casc5,0.39217454,0.1885352,0.082753584,0.22115445,0.981741,0.2171164,0.22474998,0.25103822,1.0,0.7236835,0.17676899
221,Degs2,0.0497429,0.6029849,0.03609128,0.22960635,0.94324976,0.21657613,0.44987604,0.57666045,1.0,0.8768131,0.017445318
222,Clmn,0.2245259,0.36308146,0.06611115,0.21790618,0.98959935,0.21563981,0.62460196,0.6540548,1.0,0.84640723,0.28553113
223,Rps10,0.13611269,0.48418388,0.029378703,0.21655844,0.995736,0.21563503,0.27016166,0.42306426,1.0,0.3896886,0.5569499
224,B230216N24Rik,0.13507009,0.58493155,0.03659924,0.25220028,0.8527478,0.21506323,0.58384556,0.53980297,1.0,0.818383,0.15848522
225,Rps8,0.1834035,0.35612252,0.11627176,0.21859926,0.9832522,0.21493821,0.34662002,0.4281102,1.0,0.64765316,0.5922714
226,Adamts16,0.1811573,0.35118058,0.113173865,0.21517058,0.99851954,0.21485202,0.8010606,0.5230053,1.0,0.22116487,0.10192719
227,Gm44644,0.15568143,0.45439702,0.08549871,0.23185904,0.92626375,0.21476263,0.71611685,0.5122906,1.0,0.30020624,0.046779424
228,Fgd3,0.20408839,0.3521543,0.12681817,0.22768696,0.94192034,0.21446298,0.47666147,0.38271946,1.0,0.8035641,0.29879415
229,Gapdh,0.09679991,0.4870175,0.075423814,0.21974708,0.97456354,0.21415749,0.53166276,0.55205053,1.0,0.98187584,0.7321943
230,Ndufa2,0.19109336,0.42000476,0.042772863,0.217957,0.9821094,0.21405762,0.3780982,0.50094026,1.0,0.6614828,0.37488183
231,Tunar,0.23954315,0.24991499,0.2063254,0.23192786,0.9229486,0.21405749,0.5219448,0.4459526,1.0,0.9671524,0.2229008
232,Ticrr,0.38864887,0.27557975,0.008522735,0.22425045,0.9543072,0.21400382,0.2986682,0.2603751,1.0,0.44983378,0.16834714
233,2810417H13Rik,0.23398626,0.28619573,0.12819076,0.21612425,0.98763335,0.21345152,0.41088974,0.21245086,1.0,0.16743742,0.21140055
234,Rps2-ps10,0.19048487,0.45491812,0.13876313,0.2613887,0.8163808,0.2133927,0.43053842,0.34379366,1.0,0.6410867,0.23890506
235,Bmp2,0.24379866,0.25394928,0.15944792,0.2190653,0.97309047,0.21317035,0.6037272,0.5542502,1.0,0.86057895,0.089391425
236,Pax6,0.54278433,0.09592948,0.05064726,0.22978704,0.9267658,0.21295877,0.30185327,0.31443855,1.0,0.67057997,0.31801948
237,Ajap1,0.26912856,0.37379986,0.056799755,0.23324274,0.911772,0.2126642,0.60648185,0.5954431,1.0,0.8624082,0.30761826
238,Col25a1,0.18069391,0.42298985,0.04018752,0.21462376,0.9882889,0.21211028,0.7305036,0.66657853,1.0,0.6201375,0.270683
239,Hpgds,0.08072879,0.46979517,0.13566676,0.22873025,0.9271873,0.21207578,0.54489523,0.56177634,1.0,0.8923285,0.13492733
240,Tpt1,0.17241387,0.38459677,0.0815623,0.21285765,0.9953524,0.21186838,0.317644,0.40735695,1.0,0.5936825,0.68916833
241,Rps7,0.10982238,0.4327362,0.09359849,0.21205235,0.99859995,0.21175545,0.29546595,0.46714446,1.0,0.44195053,0.5412419
242,Racgap1,0.3457264,0.23794636,0.115521654,0.23306482,0.90844035,0.21172549,0.42360327,0.3559165,1.0,0.5496198,0.38074434
243,RP23-416G20.2,0.31518376,0.43041328,0.101379305,0.28232542,0.7495549,0.2116184,0.62784827,0.49235654,1.0,0.679953,0.03312991
244,Rgs9,0.16674186,0.45571503,0.016854828,0.2131039,0.9924532,0.21149565,0.60749865,0.47177196,1.0,0.49497297,0.26014364
245,Il1rap,0.16834232,0.4201494,0.046343908,0.21161187,0.9987737,0.21135236,0.6926152,0.5898866,1.0,0.5175315,0.28562915
246,Chac1,0.17333698,0.45522326,0.105068505,0.24454291,0.86258715,0.21093957,0.57499605,0.5830367,1.0,0.877363,0.15505543
247,Dnaja4,0.34408838,0.23017696,0.06265264,0.21230601,0.9923268,0.21067694,0.68522847,0.65201336,1.0,0.85070324,0.27255246
248,Gm28437,0.23858589,0.17696877,0.40245828,0.27267098,0.7725046,0.2106396,0.5227032,0.5499939,1.0,0.92002445,0.91021186
249,Ebf2,0.51978046,0.013597464,0.110000424,0.21445946,0.9821261,0.21062624,0.45650142,0.42040095,1.0,0.89515084,0.109446704
250,Sod1,0.062647775,0.55362695,0.020966742,0.21241383,0.9910447,0.21051161,0.38006422,0.5019535,1.0,0.7121728,0.5070146
251,Mcm2,0.29263788,0.28938475,0.07197564,0.21799944,0.9649455,0.21035758,0.36449242,0.29272225,1.0,0.40589505,0.32765356
252,A330023F24Rik,0.2781779,0.30999714,0.056972537,0.2150492,0.9768346,0.21006751,0.7848932,0.6346801,1.0,0.35031274,0.22212967
253,Gm10545,0.15617293,0.49067044,0.06340953,0.23675096,0.88645726,0.20986961,0.5264977,0.5016395,1.0,0.9040892,0.018473152
254,Ezr,0.20777294,0.2902945,0.1429844,0.21368395,0.9820277,0.20984356,0.3065451,0.44822723,1.0,0.5560014,0.44321504
255,Lpar1,0.40918803,0.14179468,0.10006194,0.2170149,0.9663792,0.20971869,0.42323598,0.5041747,1.0,0.7740798,0.2937212
256,Klhl1,0.020945607,0.62349725,0.0059284647,0.21679044,0.9670111,0.20963876,0.6334499,0.49072874,1.0,0.47763023,0.14776805
257,Phf24,0.0941955,0.4971405,0.04688644,0.21274082,0.984318,0.20940463,0.7073706,0.6274082,1.0,0.66302085,0.54253286
258,Pgr,0.30950546,0.31307232,0.017435035,0.2133376,0.9814581,0.20938192,0.7283754,0.6972438,1.0,0.93452525,0.19220452
259,Gm37593,0.15274,0.45801628,0.02708159,0.21261263,0.984466,0.2093099,0.65030116,0.53294754,1.0,0.4438787,0.038158543
260,Rpl39,0.09223783,0.46256405,0.077816546,0.21087281,0.9924799,0.20928703,0.26321128,0.44457054,1.0,0.34196737,0.47234964
261,Has3,0.24524207,0.32872277,0.10753303,0.22716595,0.9209383,0.20920584,0.501499,0.29829007,1.0,0.42824814,0.24667257
262,Mcm3,0.34355015,0.10426586,0.19168855,0.21316819,0.98007053,0.20891985,0.28906423,0.27273405,1.0,0.489163,0.27881226
263,Upp2,0.40197694,0.46836573,0.068592146,0.31297827,0.6664214,0.20857541,0.6563103,0.61219746,1.0,0.8374111,0.21242997
264,Jdp2,0.297224,0.20040174,0.22851661,0.24204743,0.861151,0.20843938,0.6710146,0.67577296,1.0,0.67726845,0.24660946
265,Vsnl1,0.24911872,0.26499063,0.12386921,0.21265952,0.9796385,0.20832945,0.78992945,0.79128194,1.0,0.3883943,0.43049416
266,Spag5,0.33844006,0.27189285,0.02668548,0.21233946,0.98089695,0.20828313,0.54907316,0.40924868,1.0,0.95226437,0.29405326
267,Fndc9,0.15888059,0.47696897,0.011360313,0.21573663,0.965276,0.2082454,0.66696274,0.47121885,1.0,0.6059225,0.11289039
268,Bhlhe40,0.23690349,0.21939397,0.17030063,0.20886604,0.9967152,0.20817997,0.7136379,0.6759951,1.0,0.48940113,0.35532716
269,Pbk,0.32849145,0.23542468,0.0743691,0.21276176,0.97825825,0.20813595,0.34757572,0.2261778,1.0,0.25245935,0.21291214
270,Tgif2,0.18997246,0.32548183,0.12719013,0.2142148,0.9714416,0.20809717,0.3688442,0.2295839,1.0,0.24162352,0.24848583
271,Rplp2,0.13164128,0.47404563,0.020804191,0.20883036,0.9964187,0.20808248,0.31603542,0.45596913,1.0,0.4906465,0.50945437
272,Notch1,0.4983689,0.048595436,0.11081634,0.21926023,0.9489193,0.20806026,0.34823927,0.34703302,1.0,0.92449623,0.43607223
273,Panct2,0.06273685,0.59649014,0.014433059,0.22455336,0.92638165,0.20802212,0.6525793,0.59718376,1.0,0.7550203,0.10353889
274,Gm14204,0.27556676,0.38576698,0.018773928,0.22670256,0.9165335,0.2077805,0.43765172,0.3625568,1.0,0.62115896,0.28984055
275,Mad2l1bp,0.1225579,0.38115713,0.15321127,0.21897542,0.94660133,0.20728242,0.43169507,0.4658254,1.0,0.9180366,0.22689989
276,Sorcs3,0.16921018,0.3842233,0.07811708,0.21051686,0.9836276,0.20707019,0.7393582,0.63547075,1.0,0.5455893,0.3012468
277,Oprk1,0.03510215,0.8134852,0.010997483,0.28652826,0.72251225,0.20702018,0.8370189,0.62542796,1.0,0.2354277,0.08560464
278,Crip3,0.14957061,0.678134,0.055315297,0.29433998,0.70327497,0.20700194,0.5890841,0.47331738,1.0,0.80214185,0.02561879
279,Sf3b5,0.10992821,0.39268175,0.13267419,0.2117614,0.97711056,0.2069143,0.3921581,0.47505534,1.0,0.7316739,0.3476524
280,Gas1,0.5737027,0.16642313,0.028877722,0.2563345,0.8070473,0.20687407,0.37814978,0.35974014,1.0,0.6812021,0.3032765
281,Tpx2,0.3988217,0.01974201,0.21309692,0.21055354,0.9819878,0.206761,0.29394138,0.25558507,1.0,0.44221795,0.301172
282,Fam111a,0.30948332,0.3910031,0.019688113,0.24005818,0.8599085,0.20642808,0.3899342,0.38643077,1.0,0.7863423,0.1970017
283,Gpr34,0.05246157,0.5482611,0.08709288,0.22927184,0.89855665,0.20601374,0.484607,0.6147001,1.0,0.64760727,0.13683794
284,Rpl38,0.0999686,0.5080758,0.013983951,0.20734279,0.99072796,0.2054203,0.29511613,0.4404926,1.0,0.4015519,0.5037996
285,Gm15893,0.2375739,0.30356458,0.15615337,0.23243062,0.8833507,0.20531775,0.47978956,0.44610542,1.0,0.9255439,0.016259195
286,Shc4,0.20881918,0.34407026,0.082058564,0.21164934,0.9696992,0.2052362,0.55319774,0.54896456,1.0,0.9578841,0.16911408
287,Gm37608,0.051434334,0.5308824,0.057307772,0.21320818,0.96232307,0.20517515,0.49843928,0.3841263,1.0,0.6481735,0.12502496
288,Rpl31,0.11547681,0.4223802,0.07875747,0.20553815,0.9979355,0.20511381,0.32479852,0.45077544,1.0,0.50522304,0.5366879
289,Rep15,0.13906732,0.24221732,0.28143552,0.22090673,0.92837363,0.20508398,0.6192513,0.49803564,1.0,0.701976,0.025590751
290,Cald1,0.076728314,0.57665986,0.06030499,0.23789771,0.86204964,0.20507963,0.38919434,0.4237992,1.0,0.95088047,0.3489081
291,Mak,0.14259185,0.43136764,0.18334524,0.2524349,0.8118909,0.2049496,0.5119608,0.5144613,1.0,0.87011373,0.10624307
292,Gm19026,0.21905921,0.31658277,0.11598142,0.21720779,0.9421757,0.2046479,0.416052,0.4277358,1.0,0.9871661,0.10653183
293,Gm9958,0.19887455,0.22613989,0.29471293,0.23990913,0.85292715,0.20462501,0.42275628,0.44731376,1.0,0.96081746,0.060551975
294,Gm36401,0.022050748,0.48132977,0.15259273,0.21865775,0.9355003,0.2045544,0.4734823,0.44853547,1.0,0.90075237,0.009912863
295,H2afz,0.2626256,0.33331618,0.02898651,0.20830943,0.98192877,0.20454502,0.36020377,0.4141457,1.0,0.80190134,0.5318119
296,Nrip2,0.28009298,0.3368326,0.03790578,0.21827711,0.9370329,0.20453283,0.5462777,0.5780665,1.0,0.96914476,0.16023925
297,Eif3h,0.11440167,0.4614256,0.05396666,0.2099313,0.9742696,0.20452969,0.36074916,0.4190704,1.0,0.71457976,0.53781325
298,Aurkb,0.40561873,0.06199578,0.16363117,0.21041523,0.9719111,0.20450489,0.34254625,0.25461468,1.0,0.34661028,0.18750603
299,B230334C09Rik,0.21617644,0.44396138,0.020814704,0.22698419,0.9006473,0.2044327,0.60812354,0.5123944,1.0,0.75742704,0.4482948
300,Dach1,0.22957815,0.22050507,0.16881204,0.20629843,0.9902168,0.20428017,0.32599518,0.3290229,1.0,0.90295535,0.24744503
301,2310002F09Rik,0.09698373,0.47024792,0.066370755,0.21120079,0.96703124,0.20423776,0.42979357,0.46007845,1.0,0.6938953,0.04752673
302,Oprm1,0.31804764,0.49025208,0.031175356,0.27982503,0.72984755,0.20422961,0.6613602,0.50867,1.0,0.55122775,0.052044086
303,Gm42853,0.059312887,0.66950625,0.12363554,0.28415155,0.7183643,0.20412433,0.4431629,0.3961595,0.0,0.7677738,0.111456044
304,Gm3696,0.20206662,0.36740953,0.07758214,0.21568608,0.9462263,0.20408784,0.52565885,0.43776512,1.0,0.80223817,0.15680242
305,Gm7964,0.08840826,0.43357992,0.11149594,0.21116138,0.9654899,0.20387419,0.3423573,0.43275186,1.0,0.61655056,0.36484328
306,2900089D17Rik,0.10204483,0.3938066,0.12007729,0.20530957,0.99244297,0.20375803,0.6644074,0.48024386,1.0,0.54794997,0.040408935
307,Cobl,0.16150726,0.40305763,0.05036142,0.20497543,0.99334407,0.20361112,0.775969,0.67663074,1.0,0.4898615,0.3697935
308,Park2,0.13594262,0.4746266,0.021387517,0.21065225,0.96610665,0.20351253,0.6829776,0.52942985,1.0,0.5099276,0.12240613
309,Npm1,0.11470189,0.36577308,0.15002695,0.2101673,0.9682649,0.20349762,0.2829471,0.4003707,1.0,0.5388215,0.56993574
310,Adarb2,0.19569841,0.3998638,0.04800966,0.21452396,0.9473549,0.20323032,0.5875558,0.48181492,1.0,0.7713051,0.28519174
311,Bola1,0.20934054,0.33476368,0.09198969,0.2120313,0.9583859,0.2032078,0.36419716,0.43172315,1.0,0.7241127,0.22444923
312,Pou3f1,0.0697597,0.4093352,0.16189533,0.21366341,0.9496241,0.20289993,0.3949115,0.46328294,1.0,0.8866233,0.35963616
313,Sv2c,0.33528242,0.24153535,0.040748894,0.20585555,0.9851163,0.20279166,0.67474574,0.5988816,1.0,0.64685553,0.26245636
314,Rps27l,0.29812413,0.31416196,0.012789541,0.20835854,0.97325027,0.202785,0.37644947,0.3920486,1.0,0.9713102,0.27428567
315,Dlx2,0.4222101,0.1322237,0.081672676,0.21203549,0.9559935,0.20270455,0.36387807,0.31276265,1.0,0.59380865,0.2998531
316,Tead2,0.39446566,0.13363019,0.0878167,0.20530419,0.9870375,0.20264293,0.26335075,0.22313386,1.0,0.40123406,0.3203978
317,Gm3252,0.39272556,0.14612202,0.07515106,0.20466621,0.9891447,0.2024445,0.40105096,0.3854818,1.0,0.79229045,0.10059836
318,Gm45140,0.4368016,0.29136088,0.04529553,0.25781935,0.78486276,0.2023528,0.5774338,0.48199496,1.0,0.86081517,0.11174942
319,Col19a1,0.28579894,0.3068029,0.025779808,0.20612721,0.98142284,0.20229796,0.7550257,0.6128243,1.0,0.4491416,0.18379101
320,Olig2,0.19492696,0.15982418,0.25375023,0.20283379,0.99488693,0.20179668,0.49673843,0.5225625,1.0,0.77385616,0.2755841
321,Gm43796,0.20291187,0.578812,0.06920549,0.28364313,0.7110121,0.2016737,0.52611566,0.3852681,1.0,0.6752274,0.151345
322,Magt1,0.14543885,0.4733991,0.106208496,0.24168216,0.83418906,0.20160861,0.44325444,0.4483491,1.0,0.9476814,0.27557132
323,Rps17,0.15355402,0.43018076,0.022662692,0.20213248,0.9971349,0.20155336,0.27117765,0.41643706,1.0,0.4000746,0.5466801
324,Dusp1,0.062187266,0.20903416,0.3349359,0.20205243,0.9973129,0.20150949,0.4855271,0.52097034,1.0,0.9598411,0.34437755
325,Gm2694,0.073952354,0.4845783,0.10084559,0.21979208,0.9167828,0.2015016,0.5576926,0.4872599,1.0,0.85861176,0.10534836
326,Dtl,0.4286735,0.2945068,0.002033849,0.24173804,0.8334924,0.20148681,0.5127037,0.44654757,1.0,0.71740115,0.2812384
327,Slc15a2,0.3757885,0.23061123,0.06480462,0.2237348,0.9004071,0.20145239,0.40902758,0.4691859,1.0,0.83532715,0.31394476
328,Cdkn2aipnl,0.082492,0.49476457,0.17475745,0.25067136,0.8034819,0.20140989,0.42271736,0.44381037,1.0,0.93503964,0.4090411
329,Gm21541,0.022523558,0.15978523,0.46411878,0.21547586,0.9346275,0.20138966,0.5620089,0.5557036,1.0,0.87958366,0.09071092
330,Dab2,0.21877313,0.25188482,0.30961534,0.2600911,0.7736446,0.20121808,0.551655,0.4501619,1.0,0.91731983,0.2490106
331,Dsn1,0.49746868,0.20992844,0.028865488,0.24542087,0.8193132,0.20107657,0.4184653,0.3947987,1.0,0.7497079,0.20125243
332,Gabarap,0.15721126,0.44857776,0.003021447,0.20293681,0.9907413,0.20105788,0.36784205,0.42614684,1.0,0.68270296,0.5364223
333,Stil,0.41938978,0.2033777,0.03823385,0.22033377,0.91206187,0.20095803,0.37834734,0.2890622,1.0,0.39212617,0.18072043
334,H3f3b,0.06348439,0.5797288,0.07588134,0.23969817,0.83800715,0.20086879,0.2892151,0.33079356,1.0,0.8600149,0.636135
335,Pcdhac1,0.12397949,0.3767661,0.10311859,0.20128806,0.9969358,0.20067127,0.5253514,0.5368426,1.0,0.98378503,0.20550704
336,Mfsd9,0.07421923,0.43054593,0.1451263,0.21663047,0.9256949,0.20053372,0.44113556,0.4583461,1.0,0.8931621,0.20477681
337,Map7,0.2228332,0.32410115,0.070828825,0.20592105,0.9735584,0.20047618,0.83268607,0.7007198,1.0,0.3856722,0.2510259
338,Rpsa,0.13374221,0.35918346,0.118885785,0.20393716,0.98273844,0.20041688,0.29343802,0.38097847,1.0,0.5925404,0.69304806
339,H2-M6-ps,0.011877387,0.5672283,0.042720065,0.20727526,0.96625954,0.2002817,0.54840255,0.4777632,1.0,0.708927,0.021248208
340,Slco2a1,0.16122507,0.29227686,0.14906357,0.20085518,0.9963401,0.20012008,0.56888324,0.45910278,1.0,0.88098085,0.13851447
341,Gpx1,0.100897096,0.31222516,0.18834782,0.20049004,0.9980688,0.20010285,0.32310358,0.48229435,1.0,0.48951924,0.4249301
342,Trank1,0.35642102,0.2180469,0.04062162,0.20502985,0.9749236,0.19988844,0.83716005,0.6087863,1.0,0.18685347,0.5098297
343,Galntl6,0.05386367,0.46706003,0.090528406,0.20381737,0.98032796,0.19980787,0.6434501,0.5902654,1.0,0.69304496,0.24734345
344,Kcp,0.09058503,0.38797113,0.12690683,0.20182098,0.99001735,0.19980627,0.36554,0.3049864,1.0,0.7946309,0.20170781
345,Rbm11,0.09380721,0.42522657,0.13309224,0.21737534,0.918916,0.19974968,0.56104845,0.56897575,1.0,0.8621387,0.13091633
346,Snrpd2,0.16333425,0.4014305,0.042805158,0.20252329,0.9855716,0.1996012,0.37748224,0.4296423,1.0,0.76100576,0.42676276
347,Cilp2,0.1557281,0.39702395,0.06736728,0.20670642,0.9650839,0.19948904,0.52184224,0.41713527,1.0,0.7946296,0.09861922
348,Cpne8,0.3779135,0.1535856,0.07006583,0.20052165,0.99458694,0.19943622,0.76318824,0.5864072,1.0,0.34023327,0.2400185
349,Rpl13,0.07238861,0.4727562,0.057358652,0.20083447,0.9924746,0.19932312,0.3061368,0.47929344,1.0,0.46608385,0.5304868
350,Nbeal2,0.005854802,0.5802047,0.015572472,0.200544,0.99366456,0.19927347,0.6073914,0.47325924,1.0,0.53515434,0.23872958
351,Pcdhgc5,0.27071267,0.38215488,0.027567564,0.2268117,0.87853956,0.19926305,0.64810383,0.7609462,1.0,0.2769191,0.3334119
352,Rps16,0.10542099,0.4788643,0.018815573,0.20103364,0.99117655,0.19925983,0.29298788,0.39703232,1.0,0.5213276,0.53652275
353,Clvs2,0.09549114,0.39298257,0.113460355,0.20064469,0.99255687,0.19915126,0.67168754,0.57409424,1.0,0.59503883,0.2777793
354,Mboat1,0.10840743,0.41205618,0.08101636,0.20049332,0.9931953,0.19912903,0.44912243,0.45538065,1.0,0.4248199,0.09016922
355,Man1a,0.20057228,0.37767833,0.024742575,0.20099775,0.9904445,0.19907711,0.7233017,0.5779786,1.0,0.3210889,0.27525085
356,Rps6,0.15112242,0.42903796,0.02085735,0.20033924,0.993417,0.19902042,0.29527926,0.49012852,1.0,0.44707072,0.52448994
357,Fam163b,0.27986443,0.2893247,0.044040762,0.20440996,0.97358394,0.19901025,0.75452495,0.6503448,1.0,0.8394588,0.38030112
358,Sntg1,0.042036373,0.51645935,0.051195417,0.20323038,0.9787689,0.19891557,0.66244274,0.6224329,1.0,0.718036,0.23476988
359,Rps21,0.17338452,0.39957005,0.025324006,0.19942617,0.997043,0.19883648,0.34742188,0.5020685,1.0,0.5437688,0.48579714
360,Bud31,0.21981852,0.41425014,0.034181144,0.22274993,0.8926418,0.1988359,0.41124615,0.47023937,1.0,0.8586488,0.38670203
361,Tceanc,0.09776495,0.3109997,0.21060565,0.20645677,0.9628353,0.19878386,0.38464326,0.40220037,1.0,0.9433592,0.12852214
362,Slc35f4,0.24174415,0.3609826,0.023739599,0.20882212,0.9515883,0.19871268,0.65775543,0.57827556,1.0,0.7053959,0.2034753
363,Dpyd,0.087945156,0.5002131,0.11353672,0.23389833,0.8484764,0.19845721,0.6664277,0.49366385,1.0,0.5344524,0.1305873
364,Actb,0.042672582,0.48472401,0.092391014,0.20659588,0.9596192,0.19825338,0.353248,0.38254502,1.0,0.8322175,0.7581851
365,Kcnmb4,0.17715982,0.3196012,0.10694928,0.20123677,0.9847945,0.19817686,0.59734416,0.5789272,1.0,0.88005185,0.37256086
366,Rhbdf1,0.4286622,0.19007726,0.011038407,0.20992596,0.9440019,0.19817051,0.5640571,0.43988156,1.0,0.9634715,0.2625298
367,Smo,0.21977206,0.13432816,0.2560195,0.20337324,0.9732371,0.19793038,0.255109,0.35881734,1.0,0.57558495,0.33994174
368,Gm10593,0.19475546,0.4184509,0.005794829,0.20633374,0.958778,0.19782826,0.7040165,0.50253284,1.0,0.4163878,0.10582145
369,Gm3892,0.19475546,0.4184509,0.005794829,0.20633374,0.958778,0.19782826,0.7040165,0.50253284,1.0,0.4163878,0.10582145
