rank,gene_name,perturbation_E15,perturbation_P0,perturbation_P13,mean_perturbation,transferability,rank_score,prior_dev_slope_ef,prior_dev_slope_wc,prior_direction_concordance,prior_stability,prior_baseline_expr
7502,Zbtb11,0.039222687,0.09019469,0.022594629,0.05067067,0.86402434,0.043780692,0.54431,0.5388655,1.0,0.98966116,0.35925087
7503,Zfp300,0.055450596,0.054118354,0.046800267,0.052123073,0.83958185,0.043761585,0.5047191,0.4846987,1.0,0.99403054,0.11650765
7504,Yy1,0.00801768,0.116684295,0.029657764,0.051453248,0.8504986,0.043760914,0.45488405,0.4486882,1.0,0.96895814,0.37352905
7505,Xrcc4,0.10458186,0.07497947,0.06942781,0.082996376,0.52704316,0.04374267,0.50585955,0.47599763,0.0,0.9806438,0.20096081
7506,Pja1,0.061672367,0.18418083,0.063766666,0.10320661,0.42382333,0.04374137,0.46190926,0.46956617,1.0,0.9876588,0.5722475
7507,Tle3,0.014649971,0.12272834,0.03684671,0.058075007,0.7528835,0.043723714,0.42729852,0.36547184,1.0,0.69208026,0.4814122
7508,Hcfc1,0.037548404,0.21435636,0.028106684,0.09333715,0.46841037,0.04372009,0.4378709,0.4019598,1.0,0.84170705,0.5631295
7509,Gdap2,0.05753832,0.08476858,0.00897993,0.05042894,0.86692494,0.043718107,0.5072199,0.5084117,1.0,0.993948,0.34317055
7510,Nxpe4,0.050492022,0.017372526,0.063438065,0.04376754,0.9986306,0.043707605,0.563325,0.49838147,1.0,0.9065954,0.20706898
7511,Brip1os,0.0039400486,0.1393641,0.02628588,0.05653001,0.773126,0.043704823,0.374675,0.4028695,1.0,0.93158925,0.31203493
7512,Atp6v1g2,0.052924074,0.0646586,0.014359577,0.043980747,0.9935812,0.04369844,0.7196734,0.726385,1.0,0.5368014,0.45762584
7513,Vps33b,0.03182475,0.025202354,0.11052778,0.055851627,0.7821349,0.043683507,0.44829112,0.4552306,1.0,0.96722406,0.2991654
7514,Zfp369,0.0838295,0.24006283,0.008801565,0.11089796,0.39347714,0.04363581,0.472609,0.45711115,0.0,0.97917956,0.2982971
7515,Ccdc80,0.04421876,0.094073236,0.084765166,0.07435239,0.58669597,0.043622248,0.5345694,0.42104566,0.0,0.9675455,0.2669101
7516,St8sia4,0.076814726,0.47566864,0.06534761,0.20594366,0.21181493,0.043621942,0.31533802,0.3603179,0.0,0.7446017,0.34181395
7517,Rprd2,0.051516987,0.10101937,0.026640883,0.059725747,0.73010623,0.04360614,0.48759332,0.45881465,1.0,0.96972007,0.41756755
7518,Fam193b,0.016129607,0.31986952,0.022381548,0.119460225,0.36495563,0.043597683,0.5377993,0.42658556,0.0,0.9096406,0.4447433
7519,Prr14l,0.0037631975,0.19894946,0.058836915,0.087183185,0.50004494,0.04359551,0.5253679,0.4867351,0.0,0.98141766,0.42102715
7520,Rasl12,0.056639235,0.5715277,0.033184927,0.22045064,0.19773597,0.04359102,0.40946722,0.4396302,0.0,0.80594975,0.14709438
7521,Cnot8,0.015267386,0.16264254,0.051149365,0.076353095,0.5708842,0.043588776,0.4524724,0.44993034,1.0,0.99020344,0.43284237
7522,4921539H07Rik,0.0243062,0.09600263,0.036928546,0.05241246,0.83144665,0.043578167,0.806323,0.6225498,1.0,0.2768235,0.0387839
7523,Akap8l,0.0049548456,0.196128,0.023415102,0.07483265,0.58225185,0.043571446,0.56424713,0.5066238,1.0,0.8875973,0.41069242
7524,Smg9,0.04584348,0.07103787,0.021347824,0.04607639,0.9454803,0.04356432,0.56474894,0.49023864,1.0,0.82265,0.35133502
7525,Bmf,0.04095321,0.02925559,0.060609642,0.043606147,0.99873865,0.043551143,0.39237118,0.3803532,1.0,0.8542343,0.22256416
7526,Tagln3,0.00054526504,0.058940206,0.071433224,0.043639567,0.99752575,0.043531593,0.43846613,0.52195567,1.0,0.95613366,0.55890447
7527,Fam179a,0.021851106,0.11145653,0.0021191416,0.04514226,0.9639674,0.043515667,0.673203,0.5148655,1.0,0.5436022,0.033413395
7528,Ago1,0.027891222,0.103300564,0.003395895,0.044862565,0.9697015,0.0435033,0.40615836,0.36906177,1.0,0.7498291,0.5532832
7529,Mef2d,0.03465912,0.015425396,0.08315285,0.044412453,0.9792017,0.04348875,0.5519215,0.5532925,1.0,0.8984227,0.5244259
7530,Serf2,0.00952948,0.12196177,0.0053926455,0.045627967,0.9524797,0.043459713,0.49705553,0.48936367,1.0,0.9558876,0.51257396
7531,Fam49b,0.03149511,0.08932614,0.012620561,0.044480603,0.9766406,0.043441564,0.5070506,0.47943512,1.0,0.9453008,0.52346134
7532,Kcnq1ot1,0.102964535,0.68090844,0.0686483,0.28417376,0.15285558,0.043437544,0.61545306,0.41700616,0.0,0.81540555,0.24373692
7533,Galnt2,0.32388517,0.23205599,0.18115969,0.24570028,0.17675473,0.043428686,0.44530684,0.48056778,0.0,0.93843615,0.41432545
7534,Tmem131,0.014767376,0.0896816,0.05657683,0.053675268,0.80896014,0.043421153,0.4753524,0.4380038,1.0,0.91882956,0.48969007
7535,Tusc3,0.07827962,0.03461387,0.019294327,0.044062603,0.98533046,0.043416224,0.54325664,0.54524565,1.0,0.95071435,0.5014516
7536,Fam104a,0.0108231,0.083682545,0.057300907,0.050602183,0.85764414,0.043398667,0.48494372,0.47171265,1.0,0.98905003,0.37824905
7537,Ccdc92,0.029305374,0.14310904,0.016091663,0.06283536,0.6901168,0.04336374,0.5041884,0.57247704,0.0,0.8027789,0.37848413
7538,Ssu72,0.025164764,0.108765095,0.00042542166,0.044785097,0.9682418,0.043362804,0.48182088,0.5134103,1.0,0.99396294,0.40598392
7539,Naa60,0.019247558,0.045974642,0.08221954,0.04914725,0.882242,0.043359768,0.5372526,0.5074135,1.0,0.9750772,0.45943797
7540,Dysf,0.07123795,0.292462,0.052293923,0.13866462,0.31256342,0.043341488,0.6876582,0.5254086,0.0,0.49565226,0.13355972
7541,Gm43679,0.00060128974,0.3229367,0.040491514,0.12134317,0.35706928,0.04332792,0.5429844,0.46153527,0.0,0.9442721,0.02677386
7542,Txndc15,0.0311417,0.18693392,0.07687839,0.098318,0.44063172,0.04332203,0.46237057,0.50626844,1.0,0.9875929,0.39284173
7543,Pym1,0.012459354,0.2252602,0.13355994,0.12375983,0.35002974,0.04331962,0.48060557,0.45599443,1.0,0.9602938,0.30710766
7544,Taf4b,0.06441049,0.043543164,0.048990287,0.05231465,0.8278649,0.04330946,0.6253015,0.56620604,1.0,0.8144661,0.10776056
7545,A430035B10Rik,0.11149129,0.02937299,0.0045059165,0.048456732,0.8937633,0.04330885,0.50822103,0.48458445,1.0,0.9933597,0.08676918
7546,Rnf180,0.07955006,0.0066747097,0.044914246,0.043713003,0.9904829,0.043296985,0.41337785,0.41140625,1.0,0.9796221,0.27613485
7547,Grip1,0.022134209,0.16812538,0.041414734,0.077224776,0.5606507,0.043296125,0.48317578,0.40493286,1.0,0.7925127,0.3849191
7548,Rsph3a,0.082548425,0.026524901,0.023959761,0.044344362,0.97595036,0.043277897,0.45707914,0.4791396,1.0,0.96980035,0.30905622
7549,Acd,0.05040577,0.08147365,0.076649845,0.06950975,0.62259054,0.043276113,0.47713274,0.44993356,1.0,0.95552784,0.36034742
7550,Rnf31,0.0029952228,0.16357085,0.03778656,0.068117544,0.6352861,0.043274127,0.5408996,0.43463567,1.0,0.96350354,0.3343889
7551,Noct,0.07406167,0.056360636,0.002972648,0.044464987,0.9731389,0.04327061,0.5561464,0.5266452,1.0,0.98490673,0.37495202
7552,Zfp831,0.0,0.1667928,0.006449662,0.057747483,0.7492201,0.043265574,0.82624286,0.77767885,1.0,0.97074074,0.1061249
7553,Slc30a6,0.09593849,0.13531867,0.070327416,0.10052819,0.43036878,0.043264195,0.49859062,0.4697437,1.0,0.9832194,0.23901221
7554,Edil3,0.028103676,0.20920043,0.015767481,0.084357195,0.512758,0.043254826,0.47820756,0.545131,1.0,0.9815351,0.44159877
7555,Cacng7,0.043959327,0.11145297,0.0019150613,0.05244245,0.82463324,0.04324579,0.43194473,0.4896901,1.0,0.84782,0.54226303
7556,Zfp239,0.04231686,0.0974318,0.057490706,0.06574646,0.6576964,0.04324121,0.5401012,0.5796192,0.0,0.8118692,0.3123226
7557,Igdcc3,0.02189467,0.098924026,0.01827604,0.046364915,0.93241376,0.043231282,0.35761714,0.3154761,1.0,0.62413913,0.16828127
7558,Tmub2,0.09111581,0.057055317,0.027687605,0.058619577,0.73738927,0.04322545,0.51242834,0.51405704,0.0,0.99589485,0.42180195
7559,Acbd6,0.048532143,0.13153155,0.009041922,0.063035205,0.68564546,0.0432198,0.4853813,0.49314526,1.0,0.9924325,0.3868738
7560,Slc25a29,0.011190247,0.059173137,0.06331457,0.04455932,0.9697059,0.043209434,0.43833578,0.47529957,1.0,0.9373288,0.24575913
7561,Fam63a,0.0889977,0.1342505,0.00996441,0.07773754,0.555693,0.043198206,0.43780518,0.39836097,0.0,0.83801216,0.36385506
7562,Ankrd13c,0.043335736,0.09111635,0.026105652,0.053519245,0.80714583,0.043197837,0.53045446,0.53209704,1.0,0.97444934,0.3953591
7563,Filip1,0.04515444,0.021003187,0.06514153,0.043766383,0.98660403,0.04318009,0.54195076,0.49918795,1.0,0.9620388,0.19335039
7564,Zfp125,0.025594601,0.06702988,0.1605574,0.084393956,0.51156723,0.043173183,0.43660146,0.4079005,0.0,0.88018566,0.27442822
7565,Tcea2,0.107993595,0.011314788,0.0125121195,0.043940168,0.9821078,0.043153983,0.63821477,0.5006487,1.0,0.6266739,0.32712552
7566,B230303O12Rik,0.2655801,0.15159433,0.107685335,0.17495324,0.24664725,0.043151736,0.45418438,0.44497678,1.0,0.85112506,0.04049663
7567,Ldlr,0.0105790375,0.07647072,0.07665878,0.054569513,0.79070145,0.043148194,0.47488037,0.453225,1.0,0.9845967,0.33456752
7568,Fsd1,0.0054582087,0.05851617,0.068131335,0.044035237,0.9798309,0.043147087,0.5112396,0.4659323,1.0,0.98465806,0.38477308
7569,Casp8ap2,0.061466537,0.003787451,0.06458421,0.0432794,0.99683017,0.04314221,0.3843941,0.38954276,1.0,0.90972227,0.34682718
7570,Kcnc3,0.010495733,0.050698657,0.06828676,0.043160383,0.99922746,0.04312704,0.54898053,0.6411598,1.0,0.53101325,0.38231096
7571,Rheb,0.0500647,0.074049994,0.005418592,0.043177765,0.99843895,0.043110363,0.52747864,0.51758677,1.0,0.95594466,0.4481067
7572,Stx1b,0.109531835,0.0126445,0.00808004,0.04341879,0.99261713,0.043098237,0.620853,0.59658724,1.0,0.9569515,0.58951545
7573,Abca8a,0.05682982,0.0045694914,0.0688768,0.04342537,0.9924174,0.04309609,0.39138758,0.45893532,1.0,0.68980414,0.16694847
7574,Srsf7,0.07226253,0.025743205,0.05576811,0.05125795,0.8407119,0.043093167,0.47482905,0.40717638,1.0,0.7688374,0.4921171
7575,Trpm7,0.090787224,0.12329197,0.050487056,0.088188745,0.48856106,0.043085586,0.48087257,0.43486542,0.0,0.8968855,0.42041364
7576,Maged2,0.019767633,0.10593212,0.023644289,0.04978134,0.8651406,0.04306786,0.37561205,0.37552378,1.0,0.9422813,0.4706123
7577,Elf2,0.030104553,0.07235482,0.029180238,0.04387987,0.98135185,0.04306159,0.37635228,0.3807142,1.0,0.9253818,0.41372642
7578,Slirp,0.028374966,0.09333384,0.010049385,0.0439194,0.98013866,0.0430471,0.45798457,0.46386412,1.0,0.9390392,0.29583746
7579,Lrrc45,0.028058454,0.4077702,0.0049492293,0.14692596,0.2927465,0.04301206,0.5519236,0.4448965,1.0,0.9573055,0.36876464
7580,A930005H10Rik,0.07620488,0.041073713,0.012826357,0.043368313,0.99158895,0.04300354,0.4703022,0.5333329,1.0,0.978746,0.14762889
7581,Rpe,0.06850537,0.14294201,0.036626752,0.08269138,0.52001816,0.04300102,0.5349207,0.4840521,1.0,0.91828847,0.29176268
7582,Naga,0.27803773,0.22081074,0.029020755,0.17595641,0.24433264,0.042991895,0.55044365,0.4874299,0.0,0.92130166,0.25051454
7583,Zmynd11,0.020445552,0.09920561,0.009539162,0.043063443,0.9977024,0.042964503,0.5162813,0.4678403,1.0,0.978753,0.5624598
7584,Gm38253,0.024817731,0.17530514,0.006390225,0.0688377,0.6241378,0.042964213,0.5229658,0.4395558,1.0,0.96412444,0.056348234
7585,Sltm,0.041815475,0.28101867,0.05370148,0.12551187,0.34226263,0.04295802,0.46417767,0.43889332,0.0,0.94103706,0.45902392
7586,Slc25a4,0.012638366,0.2127956,0.042427815,0.08928726,0.48111895,0.04295779,0.5095251,0.5422873,0.0,0.9230959,0.6299836
7587,Trim3,0.05269116,0.072222255,0.004000178,0.042971198,0.99944574,0.04294738,0.6031234,0.52400756,1.0,0.74720573,0.4774254
7588,Mff,0.030648626,0.08567056,0.015918009,0.044079065,0.9740794,0.042936508,0.51874727,0.502015,1.0,0.97479457,0.54197687
7589,Ptpmt1,0.05725184,0.17690349,0.048317906,0.09415775,0.4552456,0.0428649,0.50563955,0.52640367,0.0,0.9637774,0.28268796
7590,Nt5c,0.04425608,0.26152736,0.028936835,0.11157343,0.3841419,0.042860027,0.49714115,0.49015462,1.0,0.9883704,0.32360137
7591,Adcy9,0.01924664,0.07186161,0.037824307,0.042977516,0.9971038,0.042853046,0.6523641,0.6447987,1.0,0.8054455,0.3160663
7592,Eif2ak3,0.050667487,0.082881734,0.0137046,0.049084604,0.8729492,0.042848364,0.4619458,0.47659612,1.0,0.9784114,0.3697687
7593,Cthrc1,0.081092514,0.11224021,0.08804528,0.09379267,0.45661563,0.0428272,0.64688414,0.5428704,1.0,0.65451276,0.1520688
7594,Uchl3,0.026015056,0.23823416,1.1498821e-06,0.08808345,0.48606977,0.042814706,0.4105469,0.4067753,1.0,0.9440934,0.36394742
7595,Usp46,0.06379167,0.059455138,0.010911207,0.04471934,0.9571708,0.042804044,0.57393163,0.54404,1.0,0.965371,0.4601483
7596,Tub,0.0893662,0.028438881,0.011683502,0.043162864,0.9916761,0.04280358,0.5935555,0.46738106,1.0,0.8236427,0.58125657
7597,Cuedc1,0.026409408,0.093930885,0.012249987,0.04419676,0.9682474,0.042793397,0.44537583,0.40109566,1.0,0.83847743,0.38973737
7598,Unc5a,0.08460491,0.061228342,0.02952468,0.058452647,0.7320314,0.042789172,0.54994756,0.53222555,1.0,0.99115,0.44621715
7599,Hltf,0.030386157,0.03130051,0.08568409,0.049123585,0.8708453,0.042779043,0.45105043,0.4577619,1.0,0.94383943,0.33229467
7600,Ccdc174,0.046311293,0.12050338,0.03563368,0.067482784,0.63386524,0.04277499,0.5049155,0.46676466,1.0,0.94398475,0.31723025
7601,Slc32a1,0.13928315,0.1001871,0.09024426,0.10990483,0.38902324,0.042755533,0.5707421,0.5808772,0.0,0.9053722,0.370726
7602,Cers3,0.16947474,0.019921254,0.069426395,0.086274125,0.49549073,0.04274803,0.4996924,0.4551336,1.0,0.9610253,0.022906741
7603,Srsf12,0.09174943,0.012417157,0.02526485,0.043143813,0.99050754,0.042734273,0.5065736,0.47891286,1.0,0.97962064,0.2862365
7604,Ss18l1,0.09651024,0.019305734,0.018214688,0.04467689,0.95632434,0.042725597,0.48266003,0.40821177,1.0,0.84297174,0.46752375
7605,Sephs2,0.17503053,0.30211908,0.032494422,0.16988134,0.25139588,0.04270747,0.4272662,0.5029673,0.0,0.8597645,0.33938432
7606,Arhgef2,0.013204934,0.116724506,0.0015529738,0.04382747,0.9744337,0.042706966,0.5460955,0.47725993,1.0,0.9489523,0.5125461
7607,Slc2a3,0.049744554,0.058711253,0.02308961,0.043848474,0.97316504,0.0426718,0.6592664,0.59143746,1.0,0.77385885,0.4418115
7608,Phldb2,0.17144327,0.23416233,0.051130377,0.15224533,0.2801364,0.04264946,0.43883216,0.42680484,0.0,0.8914313,0.23975964
7609,Suco,0.064583555,0.076665744,0.007482783,0.04957736,0.86005706,0.042639356,0.4450048,0.4393742,1.0,0.9685715,0.40576085
7610,Slc9a3r1,0.16946028,0.16628934,0.02895157,0.12156707,0.3507257,0.042636696,0.5316432,0.5305021,0.0,0.977429,0.3407441
7611,Fkbp1b,0.0020489192,0.06937002,0.05701336,0.042810764,0.9956884,0.04262618,0.5703025,0.54841375,1.0,0.92807484,0.30263016
7612,Nptn,0.03730793,0.08194952,0.009004925,0.042754125,0.99681705,0.04261804,0.6167837,0.6255645,1.0,0.75174683,0.57345283
7613,Ccpg1,0.08566686,0.17014381,0.029051999,0.09495422,0.44858453,0.042594995,0.5688999,0.5438013,0.0,0.96509624,0.41874972
7614,Cnih4,0.11548199,0.07261548,0.017264467,0.06845398,0.6221372,0.04258777,0.45106843,0.49127045,1.0,0.97707987,0.34033516
7615,Sav1,0.049005758,0.023995146,0.058430795,0.043810565,0.97135735,0.042555716,0.4306053,0.42918238,1.0,0.9708437,0.33549795
7616,Cul4b,0.0059111766,0.10701313,0.021501865,0.044808727,0.9495275,0.042547118,0.42139164,0.46385738,1.0,0.9039227,0.37826237
7617,8430432A02Rik,0.053520214,0.08027036,0.064468354,0.06608631,0.6437289,0.042541668,0.48246554,0.4700493,1.0,0.99886036,0.024158036
7618,Rbbp6,0.030627375,0.09778313,0.017311608,0.048574034,0.87575346,0.042538878,0.44628617,0.43552214,1.0,0.9586487,0.49306095
7619,Anapc7,0.03864529,0.16077907,0.09752186,0.09898207,0.42963114,0.042525783,0.44841942,0.44174853,1.0,0.9642282,0.3970258
7620,Plagl2,0.008402387,0.059521332,0.059680294,0.042534668,0.9996847,0.042521257,0.41061237,0.37830573,1.0,0.72939134,0.29197866
7621,Gpr173,0.087924995,0.03744391,0.0027568676,0.04270859,0.99559647,0.042520523,0.49084815,0.39208767,1.0,0.75981504,0.34575173
7622,Zfp937,0.0028394654,0.035678323,0.09038427,0.04296735,0.98917913,0.042502407,0.4361413,0.44179654,1.0,0.98970354,0.18603781
7623,Lix1l,0.058689807,0.041173868,0.032827273,0.044230316,0.9609221,0.04250189,0.3080659,0.32723168,1.0,0.9664962,0.43718502
7624,Armc8,0.052326903,0.058633693,0.026562475,0.045841023,0.9270528,0.04249705,0.5476158,0.4888857,1.0,0.890176,0.45351774
7625,Pex16,0.006522955,0.21582943,0.016881634,0.079744674,0.5327499,0.042483967,0.5286929,0.47466952,1.0,0.98006976,0.2951861
7626,Tmtc3,0.012607884,0.17435983,0.018163249,0.06837699,0.621243,0.042478725,0.502103,0.45352226,0.0,0.9141809,0.29162556
7627,Aldh1a3,0.060752936,0.08966016,0.013071713,0.054494936,0.77940506,0.04247363,0.6120376,0.47260475,0.0,0.69532907,0.13714907
7628,March6,0.039161794,0.18661864,0.022286162,0.08268886,0.51352286,0.04246262,0.47351176,0.4886474,0.0,0.9958186,0.58135056
7629,Lgi4,0.019706372,0.006049109,0.15800184,0.06125244,0.6926097,0.042424038,0.6751091,0.7408625,1.0,0.38969353,0.13019937
7630,Zfp292,0.052569374,0.06842022,0.006579342,0.042522978,0.9975301,0.04241795,0.38965473,0.37244588,1.0,0.81109995,0.46626547
7631,Nphp4,0.15427747,0.0051834197,0.086671546,0.08204415,0.5170125,0.042417847,0.67361385,0.51051337,0.0,0.52043575,0.25079772
7632,Xkr6,0.14519674,0.43909785,0.01568224,0.19999225,0.2120503,0.042408418,0.55123365,0.37089828,0.0,0.7281487,0.20477273
7633,Cux2,0.036439512,0.029896816,0.06374326,0.043359865,0.977389,0.042379454,0.51404506,0.48417044,1.0,0.99248546,0.485444
7634,Nfib,0.04384174,0.06285418,0.021172648,0.042622853,0.9942878,0.042379383,0.26193932,0.29699093,1.0,0.8826588,0.59301925
7635,Cdkl3,0.015751949,0.027012844,0.09639428,0.046386357,0.91353977,0.04237578,0.41799074,0.43739083,1.0,0.88659096,0.26682755
7636,Ovgp1,0.031150268,0.060091008,0.07378131,0.05500753,0.77014583,0.04236382,0.5025704,0.40922204,1.0,0.93365145,0.14802316
7637,Frat2,0.0043293005,0.37299344,0.05454247,0.14395507,0.29424754,0.042358425,0.42713016,0.38771322,1.0,0.7912886,0.26133728
7638,Myo18a,0.022383926,0.1252704,0.009986977,0.0525471,0.80581707,0.042343352,0.50455254,0.48266384,1.0,0.9867918,0.5528991
7639,Adipor1,0.106441095,0.08162096,0.030129464,0.072730504,0.58173716,0.042310037,0.5026874,0.5013828,0.0,0.9962687,0.43045345
7640,Gm2115,0.083638854,0.042619314,0.06776418,0.06467412,0.6541705,0.0423079,0.61592305,0.6455745,0.0,0.7142783,0.12599568
7641,Zkscan14,0.028081968,0.15059465,0.03801601,0.072230875,0.58559424,0.042297985,0.50600314,0.4981234,1.0,0.9914837,0.2155996
7642,Thy1,0.11355726,0.0024862785,0.013390784,0.043144774,0.98034966,0.042296965,0.8166533,0.79354656,1.0,0.51250535,0.43222016
7643,Itgav,0.13652916,0.020919517,0.052718997,0.070055895,0.60374737,0.042296063,0.62796396,0.6239661,1.0,0.96867406,0.34232736
7644,Mdc1,0.088336095,0.018022146,0.024283694,0.043547314,0.97072566,0.042272493,0.37566134,0.37217042,1.0,0.8505625,0.38604113
7645,Vasn,0.061306942,0.40551978,0.006115486,0.15764742,0.26807237,0.042260915,0.6271185,0.57816195,0.0,0.77819127,0.17871466
7646,Phf21a,0.0034319747,0.096688546,0.026833626,0.04231805,0.9983692,0.04224904,0.41545585,0.38458902,1.0,0.8110646,0.44681484
7647,Napa,0.09440493,0.012343671,0.02158525,0.04277795,0.98762745,0.042248677,0.56341183,0.5603066,1.0,0.9473388,0.5166313
7648,Zfp810,0.034176208,0.31494972,0.14237891,0.16383494,0.2578288,0.04224137,0.46862346,0.40744287,0.0,0.8190222,0.3241478
7649,Fam65b,0.05197044,0.044286262,0.030790944,0.042349216,0.99742883,0.04224033,0.6614293,0.5050422,1.0,0.57223815,0.39102393
7650,Evi5l,0.03393364,0.05206163,0.04288557,0.042960282,0.9832258,0.04223966,0.45535237,0.45930725,1.0,0.9804606,0.5092739
7651,Ogfod1,0.065275565,0.24400572,0.00039163412,0.10322431,0.40919507,0.042238876,0.5736437,0.63603264,0.0,0.6142869,0.38004532
7652,Pgp,0.052143432,0.21696179,0.19248444,0.15386322,0.27451774,0.042238183,0.47789297,0.5915477,1.0,0.785079,0.28964117
7653,Zfp667,0.018372625,0.1101128,0.021110412,0.04986528,0.84701174,0.042236477,0.54980403,0.5033292,1.0,0.9288769,0.25191996
7654,Trim44,0.06562067,0.049439657,0.02363746,0.046232596,0.91352636,0.042234696,0.48974073,0.5040103,1.0,0.9938299,0.6037743
7655,Zmiz2,0.045282938,0.040013414,0.059265837,0.048187394,0.876327,0.042227913,0.44246182,0.443939,1.0,0.97230905,0.62192434
7656,Wipi1,0.027152007,0.017668543,0.082169816,0.04233012,0.9974358,0.042221576,0.6124042,0.5294802,1.0,0.7667097,0.268799
7657,Kdm6a,0.03906676,0.042588286,0.04649226,0.04271577,0.9882,0.042211723,0.478495,0.4507845,1.0,0.94194496,0.3647282
7658,Grpel2,0.044802416,0.2156427,0.07444695,0.111630686,0.37803546,0.042200357,0.44931883,0.41081953,1.0,0.8577736,0.37084076
7659,Gm37509,0.012155177,0.18165356,0.094903685,0.09623747,0.43841815,0.042192254,0.5937064,0.4879887,0.0,0.7966815,0.020516675
7660,1110051M20Rik,0.012047233,0.06996293,0.056755792,0.04625532,0.9120282,0.042186156,0.52181804,0.486523,1.0,0.96462816,0.44010535
7661,Ppp1r16b,0.12292159,0.00032109465,0.012956747,0.045399815,0.92917746,0.042184483,0.4857992,0.5832398,1.0,0.770488,0.43531436
7662,Zfp385b,0.057354696,0.04265618,0.026548214,0.04218636,0.9997685,0.042176593,0.70878375,0.62264997,1.0,0.48576382,0.25173113
7663,Bivm,0.041015662,0.08035124,0.005171245,0.04217938,0.9999075,0.04217548,0.4596875,0.43403053,1.0,0.93444365,0.3481833
7664,Alcam,0.004645645,0.046054177,0.08047563,0.04372515,0.9641387,0.04215711,0.4239251,0.5105494,1.0,0.75897694,0.4957305
7665,Slc29a3,0.033214178,0.2195084,0.014810797,0.08917779,0.47260788,0.042146124,0.337491,0.43504196,1.0,0.64183265,0.32270464
7666,Mark1,0.047400903,0.08030675,0.0076935496,0.045133736,0.9337831,0.04214512,0.5153102,0.46855643,1.0,0.97812456,0.50821203
7667,Itga8,0.031362627,0.03598673,0.06770017,0.04501651,0.93619376,0.042144176,0.6488098,0.5135046,1.0,0.61896557,0.16223198
7668,Slc25a26,0.0142985815,0.05301476,0.060015086,0.04244281,0.99261314,0.04212929,0.6142349,0.5603112,1.0,0.8192194,0.20763895
7669,Prdx1,0.09185655,0.57951397,0.053719286,0.2416966,0.17422102,0.04210863,0.47051102,0.48878932,1.0,0.98252153,0.49442604
7670,Fam195b,0.034220926,0.30568638,0.008326962,0.116078086,0.3626818,0.04209941,0.4799405,0.44909754,0.0,0.9501455,0.4518579
7671,Clcf1,0.015764698,0.06583194,0.19178717,0.09112793,0.4619592,0.042097386,0.53628165,0.46830875,0.0,0.9669872,0.048648674
7672,Prpf6,0.049179833,0.06078894,0.01954667,0.04317181,0.9747442,0.04208147,0.44534364,0.45495355,1.0,0.99999,0.43956003
7673,Ttc19,0.006369476,0.057776153,0.062103823,0.042083155,0.9999458,0.042080875,0.59852594,0.58582467,1.0,0.94975084,0.38643754
7674,M5C1000I18Rik,0.2358137,0.009886574,0.015638009,0.08711276,0.48301676,0.042076923,0.588202,0.62062365,0.0,0.727061,0.09630379
7675,Fancf,0.12994567,0.102578774,0.015084693,0.08253638,0.5097804,0.04207543,0.43653637,0.43617895,1.0,0.9874023,0.15850724
7676,Nim1k,0.028072568,0.09059987,0.0077960193,0.04215615,0.99804723,0.042073827,0.6125999,0.55893546,1.0,0.8100434,0.2890019
7677,Cnr1,0.034727216,0.054718755,0.040279966,0.043241978,0.9727165,0.042062186,0.37585244,0.42257422,1.0,0.80520374,0.5657795
7678,Tmem201,0.047241177,0.04572535,0.047239993,0.046735507,0.8998895,0.04205679,0.5272771,0.46819818,1.0,0.96833533,0.43972465
7679,Acin1,0.07509027,0.029697709,0.039481923,0.048089966,0.87442476,0.04205106,0.45320547,0.39379567,1.0,0.7663446,0.54164815
7680,Pus7l,0.06211793,0.15093496,0.0525405,0.08853114,0.47478124,0.042032924,0.5312551,0.44578803,1.0,0.9863113,0.1510881
7681,Ext2,0.020981485,0.13401382,0.028178679,0.061057996,0.6882707,0.04202443,0.524408,0.45399374,1.0,0.9797503,0.38718283
7682,Tspan14,0.04991881,0.10930034,0.010516332,0.05657849,0.74263525,0.04201718,0.4411472,0.41713375,1.0,0.884894,0.44120738
7683,Podxl2,0.03386749,0.047637124,0.04852808,0.04334423,0.96927494,0.042012475,0.39596382,0.39678273,1.0,0.9813361,0.5823239
7684,Gm12198,0.018929949,0.0078007737,0.101030424,0.042587053,0.9861612,0.041997697,0.5226426,0.45478976,1.0,0.8332801,0.044423167
7685,Cdc73,0.008649675,0.10441504,0.019389624,0.044151444,0.95106107,0.04199072,0.472697,0.4698423,1.0,0.9750468,0.38021994
7686,Gpld1,0.055321075,0.06772722,0.0034424525,0.042163584,0.99586225,0.04198912,0.58919287,0.6971268,1.0,0.3892601,0.1635315
7687,Tpbg,0.24818902,0.121282406,0.006346061,0.1252725,0.33506918,0.041974954,0.58738273,0.51029134,1.0,0.8415763,0.23904046
7688,Gm43609,0.021110643,0.2565679,0.028396973,0.10202517,0.41140106,0.041973267,0.48279655,0.4686286,0.0,0.98836994,0.014435127
7689,Pabpn1,0.09040284,0.07811483,0.016657716,0.06172513,0.67981565,0.041961707,0.5157727,0.41679108,1.0,0.84585494,0.51030236
7690,Spry4,0.073190324,0.012099551,0.040904585,0.04206482,0.9975119,0.041960157,0.6205713,0.54384726,1.0,0.6259128,0.20934938
7691,Ccdc126,0.099265665,0.07867913,0.09816141,0.092035405,0.4559027,0.04195919,0.54056966,0.5462034,0.0,0.9669364,0.17198129
